"Year","Achieved A level points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2015","6 point(s)","White","Main scheme applicant","Not main scheme application","650","600","0.925","0"
"2016","6 point(s)","White","Main scheme applicant","Not main scheme application","600","545","0.91","0"
"2017","6 point(s)","White","Main scheme applicant","Not main scheme application","595","560","0.9410000000000001","0"
"2018","6 point(s)","White","Main scheme applicant","Not main scheme application","495","475","0.9560000000000001","0"
"2019","6 point(s)","White","Main scheme applicant","Not main scheme application","635","595","0.9400000000000001","0"
"2020","6 point(s)","White","Main scheme applicant","Not main scheme application","205","195","0.9460000000000001","0"
"2021","6 point(s)","White","Main scheme applicant","Not main scheme application","185","175","0.9410000000000001","0"
"2022","6 point(s)","White","Main scheme applicant","Not main scheme application","370","340","0.917","0"
"2023","6 point(s)","White","Main scheme applicant","Not main scheme application","570","525","0.923","0"
"2010","7 point(s)","White","Main scheme applicant","Not main scheme application","1085","950","0.874","0"
"2011","7 point(s)","White","Main scheme applicant","Not main scheme application","1340","1185","0.882","0"
"2012","7 point(s)","White","Main scheme applicant","Not main scheme application","1050","920","0.879","0"
"2013","7 point(s)","White","Main scheme applicant","Not main scheme application","950","870","0.915","0"
"2014","7 point(s)","White","Main scheme applicant","Not main scheme application","1005","930","0.923","0"
"2015","7 point(s)","White","Main scheme applicant","Not main scheme application","1020","940","0.923","0"
"2016","7 point(s)","White","Main scheme applicant","Not main scheme application","1010","915","0.905","0"
"2017","7 point(s)","White","Main scheme applicant","Not main scheme application","905","835","0.927","0"
"2018","7 point(s)","White","Main scheme applicant","Not main scheme application","890","835","0.936","0"
"2019","7 point(s)","White","Main scheme applicant","Not main scheme application","925","875","0.9440000000000001","0"
"2020","7 point(s)","White","Main scheme applicant","Not main scheme application","380","370","0.969","0"
"2021","7 point(s)","White","Main scheme applicant","Not main scheme application","305","285","0.934","0"
"2022","7 point(s)","White","Main scheme applicant","Not main scheme application","515","490","0.9460000000000001","0"
"2023","7 point(s)","White","Main scheme applicant","Not main scheme application","810","765","0.9470000000000001","0"
"2010","8 point(s)","White","Main scheme applicant","Not main scheme application","1315","1180","0.894","0"
"2011","8 point(s)","White","Main scheme applicant","Not main scheme application","1605","1415","0.882","0"
"2012","8 point(s)","White","Main scheme applicant","Not main scheme application","1310","1190","0.91","0"
"2013","8 point(s)","White","Main scheme applicant","Not main scheme application","1210","1100","0.908","0"
"2014","8 point(s)","White","Main scheme applicant","Not main scheme application","1345","1245","0.927","0"
"2015","8 point(s)","White","Main scheme applicant","Not main scheme application","1290","1195","0.926","0"
"2016","8 point(s)","White","Main scheme applicant","Not main scheme application","1435","1320","0.919","0"
"2017","8 point(s)","White","Main scheme applicant","Not main scheme application","1365","1280","0.9380000000000001","0"
"2018","8 point(s)","White","Main scheme applicant","Not main scheme application","1235","1175","0.9520000000000001","0"
"2019","8 point(s)","White","Main scheme applicant","Not main scheme application","1385","1340","0.965","0"
"2020","8 point(s)","White","Main scheme applicant","Not main scheme application","690","655","0.9490000000000001","0"
"2021","8 point(s)","White","Main scheme applicant","Not main scheme application","465","440","0.9480000000000001","0"
"2022","8 point(s)","White","Main scheme applicant","Not main scheme application","820","775","0.9450000000000001","0"
"2023","8 point(s)","White","Main scheme applicant","Not main scheme application","1165","1095","0.9390000000000001","0"
"2010","9 point(s)","White","Main scheme applicant","Not main scheme application","1435","1290","0.9","0"
"2011","9 point(s)","White","Main scheme applicant","Not main scheme application","1815","1610","0.889","0"
"2012","9 point(s)","White","Main scheme applicant","Not main scheme application","1480","1320","0.894","0"
"2013","9 point(s)","White","Main scheme applicant","Not main scheme application","1385","1265","0.914","0"
"2014","9 point(s)","White","Main scheme applicant","Not main scheme application","1560","1430","0.917","0"
"2015","9 point(s)","White","Main scheme applicant","Not main scheme application","1625","1500","0.923","0"
"2016","9 point(s)","White","Main scheme applicant","Not main scheme application","1670","1570","0.9380000000000001","0"
"2017","9 point(s)","White","Main scheme applicant","Not main scheme application","1715","1605","0.935","0"
"2018","9 point(s)","White","Main scheme applicant","Not main scheme application","1620","1545","0.9540000000000001","0"
"2019","9 point(s)","White","Main scheme applicant","Not main scheme application","1775","1705","0.9590000000000001","0"
"2020","9 point(s)","White","Main scheme applicant","Not main scheme application","1110","1080","0.973","0"
"2021","9 point(s)","White","Main scheme applicant","Not main scheme application","765","720","0.9410000000000001","0"
"2022","9 point(s)","White","Main scheme applicant","Not main scheme application","1140","1075","0.9450000000000001","0"
"2023","9 point(s)","White","Main scheme applicant","Not main scheme application","1555","1475","0.9480000000000001","0"
"2010","10 point(s)","White","Main scheme applicant","Not main scheme application","1530","1350","0.882","0"
"2011","10 point(s)","White","Main scheme applicant","Not main scheme application","1945","1750","0.9","0"
"2012","10 point(s)","White","Main scheme applicant","Not main scheme application","1710","1570","0.918","0"
"2013","10 point(s)","White","Main scheme applicant","Not main scheme application","1665","1540","0.925","0"
"2014","10 point(s)","White","Main scheme applicant","Not main scheme application","1895","1765","0.931","0"
"2015","10 point(s)","White","Main scheme applicant","Not main scheme application","1975","1855","0.9410000000000001","0"
"2016","10 point(s)","White","Main scheme applicant","Not main scheme application","1965","1830","0.932","0"
"2017","10 point(s)","White","Main scheme applicant","Not main scheme application","2155","2025","0.9400000000000001","0"
"2018","10 point(s)","White","Main scheme applicant","Not main scheme application","1960","1850","0.9440000000000001","0"
"2019","10 point(s)","White","Main scheme applicant","Not main scheme application","2095","2005","0.9590000000000001","0"
"2020","10 point(s)","White","Main scheme applicant","Not main scheme application","1505","1445","0.961","0"
"2021","10 point(s)","White","Main scheme applicant","Not main scheme application","1065","1010","0.9490000000000001","0"
"2022","10 point(s)","White","Main scheme applicant","Not main scheme application","1555","1470","0.9440000000000001","0"
"2023","10 point(s)","White","Main scheme applicant","Not main scheme application","1835","1760","0.9590000000000001","0"
"2010","11 point(s)","White","Main scheme applicant","Not main scheme application","1525","1395","0.917","0"
"2011","11 point(s)","White","Main scheme applicant","Not main scheme application","1905","1725","0.904","0"
"2012","11 point(s)","White","Main scheme applicant","Not main scheme application","1820","1690","0.926","0"
"2013","11 point(s)","White","Main scheme applicant","Not main scheme application","1660","1540","0.929","0"
"2014","11 point(s)","White","Main scheme applicant","Not main scheme application","1835","1695","0.925","0"
"2015","11 point(s)","White","Main scheme applicant","Not main scheme application","1940","1800","0.929","0"
"2016","11 point(s)","White","Main scheme applicant","Not main scheme application","2140","2010","0.9390000000000001","0"
"2017","11 point(s)","White","Main scheme applicant","Not main scheme application","2340","2230","0.9530000000000001","0"
"2018","11 point(s)","White","Main scheme applicant","Not main scheme application","2075","1980","0.9540000000000001","0"
"2019","11 point(s)","White","Main scheme applicant","Not main scheme application","2215","2135","0.964","0"
"2020","11 point(s)","White","Main scheme applicant","Not main scheme application","2085","2010","0.964","0"
"2021","11 point(s)","White","Main scheme applicant","Not main scheme application","1315","1260","0.96","0"
"2022","11 point(s)","White","Main scheme applicant","Not main scheme application","1870","1780","0.9540000000000001","0"
"2023","11 point(s)","White","Main scheme applicant","Not main scheme application","1880","1795","0.9530000000000001","0"
"2010","12 point(s)","White","Main scheme applicant","Not main scheme application","1335","1250","0.936","0"
"2011","12 point(s)","White","Main scheme applicant","Not main scheme application","1675","1545","0.922","0"
"2012","12 point(s)","White","Main scheme applicant","Not main scheme application","1550","1445","0.932","0"
"2013","12 point(s)","White","Main scheme applicant","Not main scheme application","1445","1355","0.9400000000000001","0"
"2014","12 point(s)","White","Main scheme applicant","Not main scheme application","1600","1500","0.9380000000000001","0"
"2015","12 point(s)","White","Main scheme applicant","Not main scheme application","1495","1435","0.961","0"
"2016","12 point(s)","White","Main scheme applicant","Not main scheme application","1765","1675","0.9490000000000001","0"
"2017","12 point(s)","White","Main scheme applicant","Not main scheme application","1860","1760","0.9480000000000001","0"
