"Year","Subject group HECoS","Detailed subject group HECoS","Ethnic group","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2022","(CAH11) computing","(CAH11-01-04) software engineering","Other","555","440","0.796"
"2023","(CAH11) computing","(CAH11-01-04) software engineering","Other","770","600","0.777"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","Other","50","35","0.706"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","Other","90","70","0.752"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","Other","55","35","0.624"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","Other","60","45","0.748"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","Other","60","45","0.768"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","Other","35","30","0.912"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","Other","35","25","0.75"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","Other","45","35","0.8"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","Other","70","65","0.898"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","Other","55","45","0.805"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","Other","80","75","0.934"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","Other","40","30","0.743"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","Other","40","35","0.902"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","Other","75","65","0.872"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","Other","80","65","0.8140000000000001"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","Other","60","55","0.886"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","Other","20","15","0.8"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","Other","35","25","0.743"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","Other","45","35","0.789"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","Other","60","50","0.858"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","Other","155","135","0.881"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","Other","95","85","0.89"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","Other","125","115","0.918"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","Other","110","90","0.839"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","Other","140","105","0.736"
"2019","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","Other","170","155","0.926"
"2020","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","Other","130","115","0.887"
"2021","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","Other","135","125","0.917"
"2022","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","Other","170","150","0.889"
"2023","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","Other","185","160","0.873"
"2019","(CAH07) physical sciences","(CAH07-04-03) sciences (non-specific)","Other","40","30","0.788"
"2020","(CAH07) physical sciences","(CAH07-04-03) sciences (non-specific)","Other","30","25","0.783"
"2021","(CAH07) physical sciences","(CAH07-04-03) sciences (non-specific)","Other","35","25","0.729"
"2022","(CAH07) physical sciences","(CAH07-04-03) sciences (non-specific)","Other","90","60","0.653"
"2023","(CAH07) physical sciences","(CAH07-04-03) sciences (non-specific)","Other","100","65","0.661"
"2019","(CAH07) physical sciences","(CAH07-04-04) natural sciences (non-specific)","Other","20","15","0.65"
"2020","(CAH07) physical sciences","(CAH07-04-04) natural sciences (non-specific)","Other","25","20","0.88"
"2021","(CAH07) physical sciences","(CAH07-04-04) natural sciences (non-specific)","Other","25","20","0.88"
"2022","(CAH07) physical sciences","(CAH07-04-04) natural sciences (non-specific)","Other","25","20","0.8"
"2023","(CAH07) physical sciences","(CAH07-04-04) natural sciences (non-specific)","Other","55","45","0.855"
"2019","(CAH07) physical sciences","(CAH07-02-01) chemistry","Other","580","485","0.839"
"2020","(CAH07) physical sciences","(CAH07-02-01) chemistry","Other","600","520","0.87"
"2021","(CAH07) physical sciences","(CAH07-02-01) chemistry","Other","570","465","0.8170000000000001"
"2022","(CAH07) physical sciences","(CAH07-02-01) chemistry","Other","585","485","0.8280000000000001"
"2023","(CAH07) physical sciences","(CAH07-02-01) chemistry","Other","660","530","0.8"
"2019","(CAH07) physical sciences","(CAH07-01-02) astronomy","Other","45","35","0.733"
"2020","(CAH07) physical sciences","(CAH07-01-02) astronomy","Other","50","35","0.719"
"2021","(CAH07) physical sciences","(CAH07-01-02) astronomy","Other","55","40","0.73"
"2022","(CAH07) physical sciences","(CAH07-01-02) astronomy","Other","55","30","0.578"
"2023","(CAH07) physical sciences","(CAH07-01-02) astronomy","Other","85","55","0.655"
"2019","(CAH07) physical sciences","(CAH07-01-01) physics","Other","355","275","0.775"
"2020","(CAH07) physical sciences","(CAH07-01-01) physics","Other","410","295","0.72"
"2021","(CAH07) physical sciences","(CAH07-01-01) physics","Other","340","250","0.731"
"2022","(CAH07) physical sciences","(CAH07-01-01) physics","Other","380","260","0.678"
"2023","(CAH07) physical sciences","(CAH07-01-01) physics","Other","415","285","0.6880000000000001"
"2019","(CAH07) physical sciences","(CAH07-04-01) physical sciences (non-specific)","Other","15","5"," "
"2020","(CAH07) physical sciences","(CAH07-04-01) physical sciences (non-specific)","Other","5","0"," "
"2021","(CAH07) physical sciences","(CAH07-04-01) physical sciences (non-specific)","Other","5","0"," "
"2022","(CAH07) physical sciences","(CAH07-04-01) physical sciences (non-specific)","Other","10","0"," "
"2023","(CAH07) physical sciences","(CAH07-04-01) physical sciences (non-specific)","Other","10","0"," "
"2019","(CAH04) psychology","(CAH04-01-02) applied psychology","Other","115","105","0.9"
"2020","(CAH04) psychology","(CAH04-01-02) applied psychology","Other","210","190","0.896"
"2021","(CAH04) psychology","(CAH04-01-02) applied psychology","Other","210","185","0.876"
"2022","(CAH04) psychology","(CAH04-01-02) applied psychology","Other","220","190","0.869"
"2023","(CAH04) psychology","(CAH04-01-02) applied psychology","Other","215","170","0.795"
"2019","(CAH04) psychology","(CAH04-01-04) psychology and health","Other","20","20","0.925"
"2020","(CAH04) psychology","(CAH04-01-04) psychology and health","Other","30","30","0.983"
"2021","(CAH04) psychology","(CAH04-01-04) psychology and health","Other","25","20","0.8200000000000001"
"2022","(CAH04) psychology","(CAH04-01-04) psychology and health","Other","30","30","0.9520000000000001"
"2023","(CAH04) psychology","(CAH04-01-04) psychology and health","Other","25","20","0.788"
"2019","(CAH04) psychology","(CAH04-01-03) developmental psychology","Other","20","20","1.054"
"2020","(CAH04) psychology","(CAH04-01-03) developmental psychology","Other","20","15","0.8230000000000001"
"2021","(CAH04) psychology","(CAH04-01-03) developmental psychology","Other","20","15","0.8150000000000001"
"2022","(CAH04) psychology","(CAH04-01-03) developmental psychology","Other","25","20","0.8240000000000001"
"2023","(CAH04) psychology","(CAH04-01-03) developmental psychology","Other","40","30","0.718"
"2019","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","Other","1980","1595","0.806"
"2020","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","Other","2395","1975","0.8250000000000001"
"2021","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","Other","2300","1830","0.795"
"2022","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","Other","2665","2000","0.751"
"2023","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","Other","2730","2030","0.743"
"2019","(CAH04) psychology","(CAH04-01-05) others in psychology","Other","50","45","0.882"
"2020","(CAH04) psychology","(CAH04-01-05) others in psychology","Other","50","45","0.869"
"2021","(CAH04) psychology","(CAH04-01-05) others in psychology","Other","45","40","0.934"
"2022","(CAH04) psychology","(CAH04-01-05) others in psychology","Other","60","55","0.879"
"2023","(CAH04) psychology","(CAH04-01-05) others in psychology","Other","70","60","0.859"
"2019","(CAH09) mathematical sciences","(CAH09-01-01) mathematics","Other","615","485","0.791"
"2020","(CAH09) mathematical sciences","(CAH09-01-01) mathematics","Other","705","525","0.742"
"2021","(CAH09) mathematical sciences","(CAH09-01-01) mathematics","Other","570","425","0.742"
"2022","(CAH09) mathematical sciences","(CAH09-01-01) mathematics","Other","645","430","0.67"
"2023","(CAH09) mathematical sciences","(CAH09-01-01) mathematics","Other","805","575","0.712"
"2023","(CAH09) mathematical sciences","(CAH09-01-02) operational research","Other","5","5"," "
"2019","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Other","25","15","0.62"
"2020","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Other","35","20","0.599"
"2021","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Other","35","20","0.561"
"2022","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Other","50","20","0.44"
"2023","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Other","60","25","0.425"
"2019","(CAH22) education and teaching","(CAH22-01-01) education","Other","510","415","0.8140000000000001"
"2020","(CAH22) education and teaching","(CAH22-01-01) education","Other","480","385","0.799"
"2021","(CAH22) education and teaching","(CAH22-01-01) education","Other","475","395","0.833"
"2022","(CAH22) education and teaching","(CAH22-01-01) education","Other","480","385","0.799"
"2023","(CAH22) education and teaching","(CAH22-01-01) education","Other","455","385","0.841"
"2019","(CAH22) education and teaching","(CAH22-01-02) teacher training","Other","330","145","0.444"
"2020","(CAH22) education and teaching","(CAH22-01-02) teacher training","Other","405","195","0.485"
"2021","(CAH22) education and teaching","(CAH22-01-02) teacher training","Other","445","230","0.521"
"2022","(CAH22) education and teaching","(CAH22-01-02) teacher training","Other","430","200","0.468"
"2023","(CAH22) education and teaching","(CAH22-01-02) teacher training","Other","500","250","0.497"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","Other","5","0"," "
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Other","5","0"," "
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Other","5","5"," "
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Other","10","10"," "
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Other","10","10"," "
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Other","15","10","0.723"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Other","15","15","0.9490000000000001"
