"Year","Achieved BTEC Extended diploma points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2018","3 points (MMP)","18","All","Female","All","Not main scheme application","55","55","0.964","0"
"2019","3 points (MMP)","18","All","Female","All","Not main scheme application","65","60","0.91","0"
"2020","3 points (MMP)","18","All","Female","All","Not main scheme application","70","60","0.841","0"
"2021","3 points (MMP)","18","All","Female","All","Not main scheme application","55","45","0.8","0"
"2022","3 points (MMP)","18","All","Female","All","Not main scheme application","105","90","0.8320000000000001","0"
"2023","3 points (MMP)","18","All","Female","All","Not main scheme application","85","80","0.908","0"
"2010","4 points (MMM)","18","All","Female","All","Not main scheme application","120","90","0.752","5"
"2011","4 points (MMM)","18","All","Female","All","Not main scheme application","145","105","0.712","5"
"2012","4 points (MMM)","18","All","Female","All","Not main scheme application","140","115","0.796","0"
"2013","4 points (MMM)","18","All","Female","All","Not main scheme application","125","90","0.734","0"
"2014","4 points (MMM)","18","All","Female","All","Not main scheme application","95","80","0.8250000000000001","0"
"2015","4 points (MMM)","18","All","Female","All","Not main scheme application","130","105","0.836","0"
"2016","4 points (MMM)","18","All","Female","All","Not main scheme application","100","85","0.8300000000000001","0"
"2017","4 points (MMM)","18","All","Female","All","Not main scheme application","80","65","0.838","0"
"2018","4 points (MMM)","18","All","Female","All","Not main scheme application","80","70","0.877","0"
"2019","4 points (MMM)","18","All","Female","All","Not main scheme application","90","80","0.92","0"
"2020","4 points (MMM)","18","All","Female","All","Not main scheme application","100","95","0.9410000000000001","0"
"2021","4 points (MMM)","18","All","Female","All","Not main scheme application","145","130","0.904","0"
"2022","4 points (MMM)","18","All","Female","All","Not main scheme application","145","130","0.889","0"
"2023","4 points (MMM)","18","All","Female","All","Not main scheme application","145","135","0.9380000000000001","0"
"2010","5 points (DMM)","18","All","Female","All","Not main scheme application","145","115","0.781","5"
"2011","5 points (DMM)","18","All","Female","All","Not main scheme application","165","125","0.76","5"
"2012","5 points (DMM)","18","All","Female","All","Not main scheme application","145","100","0.678","0"
"2013","5 points (DMM)","18","All","Female","All","Not main scheme application","155","120","0.781","0"
"2014","5 points (DMM)","18","All","Female","All","Not main scheme application","150","115","0.758","0"
"2015","5 points (DMM)","18","All","Female","All","Not main scheme application","160","120","0.762","0"
"2016","5 points (DMM)","18","All","Female","All","Not main scheme application","135","110","0.8","0"
"2017","5 points (DMM)","18","All","Female","All","Not main scheme application","115","95","0.8260000000000001","0"
"2018","5 points (DMM)","18","All","Female","All","Not main scheme application","115","105","0.915","0"
"2019","5 points (DMM)","18","All","Female","All","Not main scheme application","115","95","0.851","0"
"2020","5 points (DMM)","18","All","Female","All","Not main scheme application","110","105","0.937","0"
"2021","5 points (DMM)","18","All","Female","All","Not main scheme application","130","110","0.837","0"
"2022","5 points (DMM)","18","All","Female","All","Not main scheme application","160","130","0.8250000000000001","0"
"2023","5 points (DMM)","18","All","Female","All","Not main scheme application","160","140","0.881","0"
"2010","6 points (DDM)","18","All","Female","All","Not main scheme application","105","75","0.721","5"
"2011","6 points (DDM)","18","All","Female","All","Not main scheme application","165","115","0.707","0"
"2012","6 points (DDM)","18","All","Female","All","Not main scheme application","145","100","0.708","0"
"2013","6 points (DDM)","18","All","Female","All","Not main scheme application","150","110","0.727","0"
"2014","6 points (DDM)","18","All","Female","All","Not main scheme application","175","125","0.717","0"
"2015","6 points (DDM)","18","All","Female","All","Not main scheme application","195","150","0.77","0"
"2016","6 points (DDM)","18","All","Female","All","Not main scheme application","175","145","0.808","0"
"2017","6 points (DDM)","18","All","Female","All","Not main scheme application","135","110","0.842","0"
"2018","6 points (DDM)","18","All","Female","All","Not main scheme application","130","115","0.863","0"
"2019","6 points (DDM)","18","All","Female","All","Not main scheme application","125","115","0.913","0"
"2020","6 points (DDM)","18","All","Female","All","Not main scheme application","125","120","0.929","0"
"2021","6 points (DDM)","18","All","Female","All","Not main scheme application","185","160","0.88","0"
"2022","6 points (DDM)","18","All","Female","All","Not main scheme application","185","165","0.908","0"
"2023","6 points (DDM)","18","All","Female","All","Not main scheme application","175","150","0.859","0"
"2010","7 points (DDD)","18","All","Female","All","Not main scheme application","370","265","0.717","5"
"2011","7 points (DDD)","18","All","Female","All","Not main scheme application","615","445","0.725","5"
"2012","7 points (DDD)","18","All","Female","All","Not main scheme application","180","125","0.68","0"
"2013","7 points (DDD)","18","All","Female","All","Not main scheme application","165","125","0.758","0"
"2014","7 points (DDD)","18","All","Female","All","Not main scheme application","200","155","0.765","0"
"2015","7 points (DDD)","18","All","Female","All","Not main scheme application","215","160","0.761","0"
"2016","7 points (DDD)","18","All","Female","All","Not main scheme application","160","125","0.776","0"
"2017","7 points (DDD)","18","All","Female","All","Not main scheme application","130","110","0.875","0"
"2018","7 points (DDD)","18","All","Female","All","Not main scheme application","160","140","0.877","0"
"2019","7 points (DDD)","18","All","Female","All","Not main scheme application","140","130","0.915","0"
"2020","7 points (DDD)","18","All","Female","All","Not main scheme application","115","100","0.879","0"
"2021","7 points (DDD)","18","All","Female","All","Not main scheme application","155","130","0.843","0"
"2022","7 points (DDD)","18","All","Female","All","Not main scheme application","195","160","0.8290000000000001","0"
"2023","7 points (DDD)","18","All","Female","All","Not main scheme application","170","155","0.89","0"
"2012","8 points (D*DD)","18","All","Female","All","Not main scheme application","95","65","0.6950000000000001","0"
"2013","8 points (D*DD)","18","All","Female","All","Not main scheme application","115","95","0.8160000000000001","0"
"2014","8 points (D*DD)","18","All","Female","All","Not main scheme application","120","90","0.754","0"
"2015","8 points (D*DD)","18","All","Female","All","Not main scheme application","155","120","0.784","0"
"2016","8 points (D*DD)","18","All","Female","All","Not main scheme application","170","135","0.811","0"
"2017","8 points (D*DD)","18","All","Female","All","Not main scheme application","130","105","0.8220000000000001","0"
"2018","8 points (D*DD)","18","All","Female","All","Not main scheme application","145","130","0.923","0"
"2019","8 points (D*DD)","18","All","Female","All","Not main scheme application","125","115","0.906","0"
"2020","8 points (D*DD)","18","All","Female","All","Not main scheme application","125","110","0.871","0"
"2021","8 points (D*DD)","18","All","Female","All","Not main scheme application","165","140","0.855","0"
"2022","8 points (D*DD)","18","All","Female","All","Not main scheme application","205","175","0.848","0"
"2023","8 points (D*DD)","18","All","Female","All","Not main scheme application","150","135","0.901","0"
"2012","9 points (D*D*D)","18","All","Female","All","Not main scheme application","95","75","0.771","0"
"2013","9 points (D*D*D)","18","All","Female","All","Not main scheme application","125","90","0.742","0"
"2014","9 points (D*D*D)","18","All","Female","All","Not main scheme application","170","130","0.775","0"
"2015","9 points (D*D*D)","18","All","Female","All","Not main scheme application","205","160","0.767","0"
"2016","9 points (D*D*D)","18","All","Female","All","Not main scheme application","205","155","0.749","0"
"2017","9 points (D*D*D)","18","All","Female","All","Not main scheme application","140","115","0.8190000000000001","0"
"2018","9 points (D*D*D)","18","All","Female","All","Not main scheme application","125","105","0.87","0"
"2019","9 points (D*D*D)","18","All","Female","All","Not main scheme application","135","115","0.844","0"
"2020","9 points (D*D*D)","18","All","Female","All","Not main scheme application","150","135","0.899","0"
"2021","9 points (D*D*D)","18","All","Female","All","Not main scheme application","175","145","0.8320000000000001","0"
"2022","9 points (D*D*D)","18","All","Female","All","Not main scheme application","185","160","0.859","0"
"2023","9 points (D*D*D)","18","All","Female","All","Not main scheme application","120","110","0.925","0"
"2011","10 points (D*D*D*)","18","All","Female","All","Not main scheme application","10","5"," ","0"
"2012","10 points (D*D*D*)","18","All","Female","All","Not main scheme application","220","155","0.708","0"
"2013","10 points (D*D*D*)","18","All","Female","All","Not main scheme application","285","210","0.743","0"
"2014","10 points (D*D*D*)","18","All","Female","All","Not main scheme application","355","265","0.747","0"
"2015","10 points (D*D*D*)","18","All","Female","All","Not main scheme application","480","370","0.774","0"
"2016","10 points (D*D*D*)","18","All","Female","All","Not main scheme application","425","320","0.755","0"
