"Year","Difference between predicted and achieved A level points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2013","-5 points","18","Northern Ireland","All","Main scheme applicant","Main scheme application","325","135","0.41500000000000004","0"
"2014","-5 points","18","Northern Ireland","All","Main scheme applicant","Main scheme application","300","80","0.272","0"
"2015","-5 points","18","Northern Ireland","All","Main scheme applicant","Main scheme application","305","85","0.281","0"
"2016","-5 points","18","Northern Ireland","All","Main scheme applicant","Main scheme application","315","95","0.294","0"
"2017","-5 points","18","Northern Ireland","All","Main scheme applicant","Main scheme application","340","110","0.327","0"
"2018","-5 points","18","Northern Ireland","All","Main scheme applicant","Main scheme application","335","120","0.356","0"
"2019","-5 points","18","Northern Ireland","All","Main scheme applicant","Main scheme application","285","130","0.456","0"
"2020","-5 points","18","Northern Ireland","All","Main scheme applicant","Main scheme application","35","25","0.676","0"
"2021","-5 points","18","Northern Ireland","All","Main scheme applicant","Main scheme application","70","35","0.486","0"
"2022","-5 points","18","Northern Ireland","All","Main scheme applicant","Main scheme application","225","95","0.418","0"
"2023","-5 points","18","Northern Ireland","All","Main scheme applicant","Main scheme application","240","115","0.47900000000000004","0"
"2010","-5 points","18","England","All","Main scheme applicant","Main scheme application","4750","1795","0.378","0"
"2011","-5 points","18","England","All","Main scheme applicant","Main scheme application","4855","1655","0.341","0"
"2012","-5 points","18","England","All","Main scheme applicant","Main scheme application","5220","2190","0.419","0"
"2013","-5 points","18","England","All","Main scheme applicant","Main scheme application","5590","2650","0.47400000000000003","0"
"2014","-5 points","18","England","All","Main scheme applicant","Main scheme application","6620","3045","0.46","0"
"2015","-5 points","18","England","All","Main scheme applicant","Main scheme application","7050","3465","0.491","0"
"2016","-5 points","18","England","All","Main scheme applicant","Main scheme application","7720","3985","0.516","0"
"2017","-5 points","18","England","All","Main scheme applicant","Main scheme application","9305","5065","0.545","0"
"2018","-5 points","18","England","All","Main scheme applicant","Main scheme application","10280","5790","0.5630000000000001","0"
"2019","-5 points","18","England","All","Main scheme applicant","Main scheme application","12250","6890","0.562","0"
"2020","-5 points","18","England","All","Main scheme applicant","Main scheme application","3650","1805","0.494","0"
"2021","-5 points","18","England","All","Main scheme applicant","Main scheme application","3205","1625","0.507","0"
"2022","-5 points","18","England","All","Main scheme applicant","Main scheme application","8335","4240","0.509","0"
"2023","-5 points","18","England","All","Main scheme applicant","Main scheme application","15530","8540","0.55","0"
"2010","-5 points","18","Scotland","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2011","-5 points","18","Scotland","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2012","-5 points","18","Scotland","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2013","-5 points","18","Scotland","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2014","-5 points","18","Scotland","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2015","-5 points","18","Scotland","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2016","-5 points","18","Scotland","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2017","-5 points","18","Scotland","All","Main scheme applicant","Main scheme application","15","5"," ","0"
"2018","-5 points","18","Scotland","All","Main scheme applicant","Main scheme application","10","0"," ","0"
"2019","-5 points","18","Scotland","All","Main scheme applicant","Main scheme application","15","5"," ","0"
"2022","-5 points","18","Scotland","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","-5 points","18","Scotland","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2010","-5 points","18","Wales","All","Main scheme applicant","Main scheme application","365","175","0.47500000000000003","0"
"2011","-5 points","18","Wales","All","Main scheme applicant","Main scheme application","365","185","0.504","0"
"2012","-5 points","18","Wales","All","Main scheme applicant","Main scheme application","385","245","0.643","0"
"2013","-5 points","18","Wales","All","Main scheme applicant","Main scheme application","385","255","0.663","0"
"2014","-5 points","18","Wales","All","Main scheme applicant","Main scheme application","370","230","0.625","0"
"2015","-5 points","18","Wales","All","Main scheme applicant","Main scheme application","440","295","0.675","0"
"2016","-5 points","18","Wales","All","Main scheme applicant","Main scheme application","505","340","0.673","0"
"2017","-5 points","18","Wales","All","Main scheme applicant","Main scheme application","435","305","0.7030000000000001","0"
"2018","-5 points","18","Wales","All","Main scheme applicant","Main scheme application","395","275","0.6900000000000001","0"
"2019","-5 points","18","Wales","All","Main scheme applicant","Main scheme application","455","335","0.732","0"
"2020","-5 points","18","Wales","All","Main scheme applicant","Main scheme application","70","50","0.6960000000000001","0"
"2021","-5 points","18","Wales","All","Main scheme applicant","Main scheme application","145","95","0.651","0"
"2022","-5 points","18","Wales","All","Main scheme applicant","Main scheme application","345","215","0.623","0"
"2023","-5 points","18","Wales","All","Main scheme applicant","Main scheme application","430","295","0.684","0"
"2010","-6 points","18","Northern Ireland","All","Main scheme applicant","Main scheme application","95","20","0.221","0"
"2011","-6 points","18","Northern Ireland","All","Main scheme applicant","Main scheme application","125","20","0.163","0"
"2012","-6 points","18","Northern Ireland","All","Main scheme applicant","Main scheme application","155","35","0.242","0"
"2013","-6 points","18","Northern Ireland","All","Main scheme applicant","Main scheme application","160","40","0.255","0"
"2014","-6 points","18","Northern Ireland","All","Main scheme applicant","Main scheme application","145","35","0.23800000000000002","0"
"2015","-6 points","18","Northern Ireland","All","Main scheme applicant","Main scheme application","165","25","0.157","0"
"2016","-6 points","18","Northern Ireland","All","Main scheme applicant","Main scheme application","180","40","0.222","0"
"2017","-6 points","18","Northern Ireland","All","Main scheme applicant","Main scheme application","165","40","0.23800000000000002","0"
"2018","-6 points","18","Northern Ireland","All","Main scheme applicant","Main scheme application","125","30","0.254","0"
"2019","-6 points","18","Northern Ireland","All","Main scheme applicant","Main scheme application","100","40","0.39","0"
"2020","-6 points","18","Northern Ireland","All","Main scheme applicant","Main scheme application","20","5"," ","0"
"2021","-6 points","18","Northern Ireland","All","Main scheme applicant","Main scheme application","55","30","0.509","0"
"2022","-6 points","18","Northern Ireland","All","Main scheme applicant","Main scheme application","120","45","0.355","0"
"2023","-6 points","18","Northern Ireland","All","Main scheme applicant","Main scheme application","125","50","0.389","0"
"2010","-6 points","18","England","All","Main scheme applicant","Main scheme application","2215","650","0.292","0"
"2011","-6 points","18","England","All","Main scheme applicant","Main scheme application","2145","595","0.276","0"
"2012","-6 points","18","England","All","Main scheme applicant","Main scheme application","2335","775","0.331","0"
"2013","-6 points","18","England","All","Main scheme applicant","Main scheme application","2460","970","0.394","0"
"2014","-6 points","18","England","All","Main scheme applicant","Main scheme application","2980","1145","0.383","0"
"2015","-6 points","18","England","All","Main scheme applicant","Main scheme application","3335","1360","0.40700000000000003","0"
"2016","-6 points","18","England","All","Main scheme applicant","Main scheme application","3660","1595","0.436","0"
"2017","-6 points","18","England","All","Main scheme applicant","Main scheme application","5135","2505","0.488","0"
"2018","-6 points","18","England","All","Main scheme applicant","Main scheme application","5920","3030","0.512","0"
"2019","-6 points","18","England","All","Main scheme applicant","Main scheme application","7610","3785","0.497","0"
