"Year","Predicted SQA advanced higher points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2019","8 point(s)","Quintile 3","Main scheme applicant","Main scheme application","15","15","0.8240000000000001","0"
"2020","8 point(s)","Quintile 3","Main scheme applicant","Main scheme application","10","10"," ","0"
"2021","8 point(s)","Quintile 3","Main scheme applicant","Main scheme application","10","5"," ","0"
"2022","8 point(s)","Quintile 3","Main scheme applicant","Main scheme application","20","15","0.833","0"
"2023","8 point(s)","Quintile 3","Main scheme applicant","Main scheme application","10","10"," ","0"
"2010","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","35","30","0.879","0"
"2011","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","30","25","0.893","0"
"2012","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","30","25","0.833","0"
"2013","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","40","35","0.902","0"
"2014","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","45","40","0.884","0"
"2015","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","35","35","0.892","0"
"2016","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","35","30","0.806","0"
"2017","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","40","35","0.923","0"
"2018","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","35","30","0.865","0"
"2019","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","45","40","0.884","0"
"2020","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","30","25","0.862","0"
"2021","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","20","20","0.8180000000000001","0"
"2022","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","25","20","0.833","0"
"2023","9 point(s)","Quintile 3","Main scheme applicant","Main scheme application","25","25","0.923","0"
"2010","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","40","40","0.905","0"
"2011","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","45","40","0.886","0"
"2012","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","30","25","0.806","0"
"2013","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","40","35","0.872","0"
"2014","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","55","45","0.887","0"
"2015","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","45","40","0.889","0"
"2016","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","35","30","0.853","0"
"2017","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","35","30","0.909","0"
"2018","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","30","25","0.75","0"
"2019","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","40","35","0.833","0"
"2020","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","50","45","0.904","0"
"2021","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","45","45","0.915","0"
"2022","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","40","40","0.929","0"
"2023","10 point(s)","Quintile 3","Main scheme applicant","Main scheme application","60","55","0.931","0"
"2010","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","35","30","0.9410000000000001","0"
"2011","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","40","35","0.925","0"
"2012","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","45","40","0.848","0"
"2013","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","40","35","0.878","0"
"2014","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","30","30","0.906","0"
"2015","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","45","40","0.93","0"
"2016","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","45","40","0.872","0"
"2017","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","50","45","0.922","0"
"2018","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","40","40","0.905","0"
"2019","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","40","35","0.925","0"
"2020","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","45","40","0.9550000000000001","0"
"2021","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","60","55","0.917","0"
"2022","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","60","55","0.871","0"
"2023","11 point(s)","Quintile 3","Main scheme applicant","Main scheme application","60","55","0.903","0"
"2010","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","75","60","0.849","0"
"2011","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","95","90","0.9380000000000001","0"
"2012","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","95","90","0.927","0"
"2013","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","95","90","0.9380000000000001","0"
"2014","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","115","95","0.842","0"
"2015","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","125","110","0.858","0"
"2016","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","135","125","0.905","0"
"2017","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","125","115","0.912","0"
"2018","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","155","135","0.877","0"
"2019","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","145","130","0.903","0"
"2020","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","145","130","0.884","0"
"2021","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","180","160","0.899","0"
"2022","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","215","185","0.869","0"
"2023","12 point(s)","Quintile 3","Main scheme applicant","Main scheme application","195","185","0.9490000000000001","0"
"2010","6 point(s)","Quintile 4","Main scheme applicant","Main scheme application","10","5"," ","0"
"2011","6 point(s)","Quintile 4","Main scheme applicant","Main scheme application","5","0"," ","0"
"2012","6 point(s)","Quintile 4","Main scheme applicant","Main scheme application","5","5"," ","0"
"2013","6 point(s)","Quintile 4","Main scheme applicant","Main scheme application","5","0"," ","0"
"2014","6 point(s)","Quintile 4","Main scheme applicant","Main scheme application","5","0"," ","0"
"2015","6 point(s)","Quintile 4","Main scheme applicant","Main scheme application","5","5"," ","0"
"2017","6 point(s)","Quintile 4","Main scheme applicant","Main scheme application","5","0"," ","0"
"2018","6 point(s)","Quintile 4","Main scheme applicant","Main scheme application","5","5"," ","0"
"2019","6 point(s)","Quintile 4","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","6 point(s)","Quintile 4","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","6 point(s)","Quintile 4","Main scheme applicant","Main scheme application","5","5"," ","0"
"2022","6 point(s)","Quintile 4","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","6 point(s)","Quintile 4","Main scheme applicant","Main scheme application","5","5"," ","0"
"2010","7 point(s)","Quintile 4","Main scheme applicant","Main scheme application","15","15","0.9410000000000001","0"
"2011","7 point(s)","Quintile 4","Main scheme applicant","Main scheme application","20","10","0.611","0"
"2012","7 point(s)","Quintile 4","Main scheme applicant","Main scheme application","10","10","0.833","0"
"2013","7 point(s)","Quintile 4","Main scheme applicant","Main scheme application","15","15","0.867","0"
"2014","7 point(s)","Quintile 4","Main scheme applicant","Main scheme application","15","10","0.75","0"
"2015","7 point(s)","Quintile 4","Main scheme applicant","Main scheme application","15","10"," ","0"
"2016","7 point(s)","Quintile 4","Main scheme applicant","Main scheme application","10","10","0.833","0"
"2017","7 point(s)","Quintile 4","Main scheme applicant","Main scheme application","10","5"," ","0"
"2018","7 point(s)","Quintile 4","Main scheme applicant","Main scheme application","5","5"," ","0"
"2019","7 point(s)","Quintile 4","Main scheme applicant","Main scheme application","5","5"," ","0"
"2022","7 point(s)","Quintile 4","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","7 point(s)","Quintile 4","Main scheme applicant","Main scheme application","10","5"," ","0"
"2010","8 point(s)","Quintile 4","Main scheme applicant","Main scheme application","25","25","0.885","0"
"2011","8 point(s)","Quintile 4","Main scheme applicant","Main scheme application","30","20","0.759","0"
"2012","8 point(s)","Quintile 4","Main scheme applicant","Main scheme application","30","25","0.8280000000000001","0"
"2013","8 point(s)","Quintile 4","Main scheme applicant","Main scheme application","30","25","0.8280000000000001","0"
"2014","8 point(s)","Quintile 4","Main scheme applicant","Main scheme application","15","15","0.875","0"
"2015","8 point(s)","Quintile 4","Main scheme applicant","Main scheme application","20","20","0.905","0"
"2016","8 point(s)","Quintile 4","Main scheme applicant","Main scheme application","15","15","0.765","0"
"2017","8 point(s)","Quintile 4","Main scheme applicant","Main scheme application","10","10","0.833","0"
"2018","8 point(s)","Quintile 4","Main scheme applicant","Main scheme application","15","10","0.857","0"
"2019","8 point(s)","Quintile 4","Main scheme applicant","Main scheme application","20","15","0.833","0"
"2020","8 point(s)","Quintile 4","Main scheme applicant","Main scheme application","15","10","0.786","0"
"2021","8 point(s)","Quintile 4","Main scheme applicant","Main scheme application","20","15","0.778","0"
"2022","8 point(s)","Quintile 4","Main scheme applicant","Main scheme application","20","15","0.833","0"
"2023","8 point(s)","Quintile 4","Main scheme applicant","Main scheme application","25","20","0.72","0"
"2010","9 point(s)","Quintile 4","Main scheme applicant","Main scheme application","50","40","0.84","0"
"2011","9 point(s)","Quintile 4","Main scheme applicant","Main scheme application","60","50","0.862","0"
"2012","9 point(s)","Quintile 4","Main scheme applicant","Main scheme application","50","40","0.808","0"
"2013","9 point(s)","Quintile 4","Main scheme applicant","Main scheme application","45","40","0.809","0"
"2014","9 point(s)","Quintile 4","Main scheme applicant","Main scheme application","45","40","0.848","0"
"2015","9 point(s)","Quintile 4","Main scheme applicant","Main scheme application","55","45","0.804","0"
"2016","9 point(s)","Quintile 4","Main scheme applicant","Main scheme application","50","45","0.885","0"
"2017","9 point(s)","Quintile 4","Main scheme applicant","Main scheme application","45","35","0.778","0"
"2018","9 point(s)","Quintile 4","Main scheme applicant","Main scheme application","50","45","0.843","0"
"2019","9 point(s)","Quintile 4","Main scheme applicant","Main scheme application","50","45","0.878","0"
"2020","9 point(s)","Quintile 4","Main scheme applicant","Main scheme application","35","35","0.9430000000000001","0"
"2021","9 point(s)","Quintile 4","Main scheme applicant","Main scheme application","35","30","0.882","0"
"2022","9 point(s)","Quintile 4","Main scheme applicant","Main scheme application","35","30","0.838","0"
"2023","9 point(s)","Quintile 4","Main scheme applicant","Main scheme application","45","35","0.86","0"
"2010","10 point(s)","Quintile 4","Main scheme applicant","Main scheme application","70","60","0.884","0"
"2011","10 point(s)","Quintile 4","Main scheme applicant","Main scheme application","60","55","0.885","0"
"2012","10 point(s)","Quintile 4","Main scheme applicant","Main scheme application","65","60","0.879","0"
"2013","10 point(s)","Quintile 4","Main scheme applicant","Main scheme application","70","60","0.871","0"
