"Year","Predicted A level points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2010","9 point(s)","Quintile 5","All","All","3400","2520","0.741","0"
"2011","9 point(s)","Quintile 5","All","All","3160","2355","0.746","0"
"2012","9 point(s)","Quintile 5","All","All","2585","1945","0.752","0"
"2013","9 point(s)","Quintile 5","All","All","2335","1860","0.796","0"
"2014","9 point(s)","Quintile 5","All","All","2225","1760","0.79","0"
"2015","9 point(s)","Quintile 5","All","All","2080","1645","0.791","0"
"2016","9 point(s)","Quintile 5","All","All","1985","1640","0.8270000000000001","0"
"2017","9 point(s)","Quintile 5","All","All","1830","1510","0.8270000000000001","0"
"2018","9 point(s)","Quintile 5","All","All","1655","1370","0.8260000000000001","5"
"2019","9 point(s)","Quintile 5","All","All","1570","1260","0.803","0"
"2020","9 point(s)","Quintile 5","All","All","1465","1300","0.887","5"
"2021","9 point(s)","Quintile 5","All","All","1590","1380","0.868","0"
"2022","9 point(s)","Quintile 5","All","All","1630","1320","0.812","0"
"2023","9 point(s)","Quintile 5","All","All","1365","1075","0.79","0"
"2010","10 point(s)","Quintile 5","All","All","4570","3510","0.768","0"
"2011","10 point(s)","Quintile 5","All","All","4365","3475","0.797","0"
"2012","10 point(s)","Quintile 5","All","All","3895","3075","0.79","0"
"2013","10 point(s)","Quintile 5","All","All","3495","2865","0.8200000000000001","5"
"2014","10 point(s)","Quintile 5","All","All","3285","2650","0.806","5"
"2015","10 point(s)","Quintile 5","All","All","3395","2825","0.8310000000000001","0"
"2016","10 point(s)","Quintile 5","All","All","3280","2700","0.8230000000000001","0"
"2017","10 point(s)","Quintile 5","All","All","3030","2530","0.835","0"
"2018","10 point(s)","Quintile 5","All","All","2795","2340","0.838","0"
"2019","10 point(s)","Quintile 5","All","All","2415","2015","0.835","0"
"2020","10 point(s)","Quintile 5","All","All","2455","2195","0.896","5"
"2021","10 point(s)","Quintile 5","All","All","2595","2265","0.872","0"
"2022","10 point(s)","Quintile 5","All","All","2660","2240","0.841","0"
"2023","10 point(s)","Quintile 5","All","All","2355","1890","0.802","0"
"2010","11 point(s)","Quintile 5","All","All","5725","4615","0.806","0"
"2011","11 point(s)","Quintile 5","All","All","5820","4865","0.836","0"
"2012","11 point(s)","Quintile 5","All","All","5080","4065","0.8","0"
"2013","11 point(s)","Quintile 5","All","All","5010","4170","0.8320000000000001","0"
"2014","11 point(s)","Quintile 5","All","All","4820","3980","0.8250000000000001","0"
"2015","11 point(s)","Quintile 5","All","All","4935","4155","0.842","0"
"2016","11 point(s)","Quintile 5","All","All","4930","4215","0.855","0"
"2017","11 point(s)","Quintile 5","All","All","4760","4080","0.857","0"
"2018","11 point(s)","Quintile 5","All","All","4330","3725","0.86","0"
"2019","11 point(s)","Quintile 5","All","All","3905","3370","0.863","0"
"2020","11 point(s)","Quintile 5","All","All","3755","3400","0.906","5"
"2021","11 point(s)","Quintile 5","All","All","4035","3575","0.886","0"
"2022","11 point(s)","Quintile 5","All","All","4025","3400","0.844","0"
"2023","11 point(s)","Quintile 5","All","All","3740","3110","0.8320000000000001","5"
"2010","12 point(s)","Quintile 5","All","All","7410","5995","0.809","0"
"2011","12 point(s)","Quintile 5","All","All","7155","6050","0.846","0"
"2012","12 point(s)","Quintile 5","All","All","6670","5550","0.833","0"
"2013","12 point(s)","Quintile 5","All","All","6805","5775","0.849","0"
"2014","12 point(s)","Quintile 5","All","All","6530","5530","0.847","0"
"2015","12 point(s)","Quintile 5","All","All","6665","5660","0.849","0"
"2016","12 point(s)","Quintile 5","All","All","6725","5770","0.858","0"
"2017","12 point(s)","Quintile 5","All","All","6700","5770","0.861","0"
"2018","12 point(s)","Quintile 5","All","All","6240","5425","0.869","0"
"2019","12 point(s)","Quintile 5","All","All","6025","5185","0.861","0"
"2020","12 point(s)","Quintile 5","All","All","5745","5210","0.907","5"
"2021","12 point(s)","Quintile 5","All","All","6270","5535","0.883","0"
"2022","12 point(s)","Quintile 5","All","All","5935","5050","0.851","0"
"2023","12 point(s)","Quintile 5","All","All","5525","4635","0.839","5"
"2010","13 point(s)","Quintile 5","All","All","8050","6685","0.8310000000000001","0"
"2011","13 point(s)","Quintile 5","All","All","8345","7230","0.866","0"
"2012","13 point(s)","Quintile 5","All","All","7980","6695","0.839","0"
"2013","13 point(s)","Quintile 5","All","All","8030","6945","0.865","0"
"2014","13 point(s)","Quintile 5","All","All","8175","7010","0.857","0"
"2015","13 point(s)","Quintile 5","All","All","8380","7255","0.866","0"
"2016","13 point(s)","Quintile 5","All","All","8700","7580","0.871","0"
"2017","13 point(s)","Quintile 5","All","All","8590","7440","0.866","0"
"2018","13 point(s)","Quintile 5","All","All","8180","7235","0.884","0"
"2019","13 point(s)","Quintile 5","All","All","7805","6870","0.88","0"
"2020","13 point(s)","Quintile 5","All","All","7595","6905","0.909","0"
"2021","13 point(s)","Quintile 5","All","All","7860","7035","0.895","0"
"2022","13 point(s)","Quintile 5","All","All","7305","6245","0.855","0"
"2023","13 point(s)","Quintile 5","All","All","7040","6040","0.858","0"
"2010","14 point(s)","Quintile 5","All","All","8540","7185","0.842","0"
"2011","14 point(s)","Quintile 5","All","All","8595","7520","0.875","0"
"2012","14 point(s)","Quintile 5","All","All","8685","7555","0.87","0"
"2013","14 point(s)","Quintile 5","All","All","8810","7805","0.886","0"
"2014","14 point(s)","Quintile 5","All","All","8945","7825","0.875","0"
"2015","14 point(s)","Quintile 5","All","All","9150","8120","0.887","0"
"2016","14 point(s)","Quintile 5","All","All","9365","8265","0.883","0"
"2017","14 point(s)","Quintile 5","All","All","9610","8510","0.885","0"
"2018","14 point(s)","Quintile 5","All","All","9390","8220","0.875","0"
"2019","14 point(s)","Quintile 5","All","All","9080","8020","0.883","0"
"2020","14 point(s)","Quintile 5","All","All","8910","8160","0.916","5"
"2021","14 point(s)","Quintile 5","All","All","9230","8350","0.905","0"
"2022","14 point(s)","Quintile 5","All","All","8950","7745","0.865","0"
"2023","14 point(s)","Quintile 5","All","All","8845","7655","0.865","0"
"2010","15 point(s)","Quintile 5","All","All","12135","10455","0.862","0"
"2011","15 point(s)","Quintile 5","All","All","10870","9545","0.878","0"
"2012","15 point(s)","Quintile 5","All","All","10205","9000","0.882","0"
"2013","15 point(s)","Quintile 5","All","All","10275","9145","0.89","0"
"2014","15 point(s)","Quintile 5","All","All","9810","8670","0.884","0"
"2015","15 point(s)","Quintile 5","All","All","9780","8705","0.89","0"
"2016","15 point(s)","Quintile 5","All","All","9725","8710","0.896","0"
"2017","15 point(s)","Quintile 5","All","All","10105","8975","0.888","0"
"2018","15 point(s)","Quintile 5","All","All","10275","9175","0.893","0"
"2019","15 point(s)","Quintile 5","All","All","9890","8760","0.886","0"
"2020","15 point(s)","Quintile 5","All","All","10225","9175","0.898","5"
"2021","15 point(s)","Quintile 5","All","All","10820","9565","0.884","0"
"2022","15 point(s)","Quintile 5","All","All","10695","9075","0.848","0"
"2023","15 point(s)","Quintile 5","All","All","10570","9090","0.86","0"
"2010","16 point(s)","Quintile 5","All","All","5205","4495","0.863","0"
"2011","16 point(s)","Quintile 5","All","All","6240","5620","0.901","0"
"2012","16 point(s)","Quintile 5","All","All","6880","6130","0.891","0"
"2013","16 point(s)","Quintile 5","All","All","7130","6380","0.895","0"
"2014","16 point(s)","Quintile 5","All","All","7195","6400","0.89","0"
"2015","16 point(s)","Quintile 5","All","All","7405","6640","0.897","0"
"2016","16 point(s)","Quintile 5","All","All","7510","6735","0.897","0"
"2017","16 point(s)","Quintile 5","All","All","7685","6925","0.901","0"
"2018","16 point(s)","Quintile 5","All","All","7395","6575","0.889","0"
"2019","16 point(s)","Quintile 5","All","All","8040","7125","0.886","0"
"2020","16 point(s)","Quintile 5","All","All","8290","7465","0.9","5"
"2021","16 point(s)","Quintile 5","All","All","8870","7860","0.886","0"
"2022","16 point(s)","Quintile 5","All","All","9590","8145","0.849","0"
"2023","16 point(s)","Quintile 5","All","All","9995","8515","0.852","0"
"2010","17 point(s)","Quintile 5","All","All","3610","3155","0.874","0"
"2011","17 point(s)","Quintile 5","All","All","4205","3770","0.897","0"
"2012","17 point(s)","Quintile 5","All","All","4780","4240","0.888","0"
"2013","17 point(s)","Quintile 5","All","All","4770","4295","0.9","0"
"2014","17 point(s)","Quintile 5","All","All","4865","4395","0.903","0"
"2015","17 point(s)","Quintile 5","All","All","5060","4600","0.909","0"
"2016","17 point(s)","Quintile 5","All","All","5185","4660","0.899","0"
"2017","17 point(s)","Quintile 5","All","All","5330","4830","0.907","0"
"2018","17 point(s)","Quintile 5","All","All","5495","4975","0.905","0"
"2019","17 point(s)","Quintile 5","All","All","5715","5150","0.901","0"
"2020","17 point(s)","Quintile 5","All","All","6115","5615","0.918","0"
"2021","17 point(s)","Quintile 5","All","All","6870","6175","0.899","0"
"2022","17 point(s)","Quintile 5","All","All","7840","6695","0.854","0"
"2023","17 point(s)","Quintile 5","All","All","8545","7490","0.876","0"
"2010","18 point(s)","Quintile 5","All","All","4575","4125","0.902","0"
"2011","18 point(s)","Quintile 5","All","All","5135","4760","0.927","0"
"2012","18 point(s)","Quintile 5","All","All","5775","5275","0.913","0"
"2013","18 point(s)","Quintile 5","All","All","5630","5105","0.907","0"
"2014","18 point(s)","Quintile 5","All","All","5465","5015","0.917","0"
"2015","18 point(s)","Quintile 5","All","All","6000","5495","0.916","0"
"2016","18 point(s)","Quintile 5","All","All","5865","5405","0.921","0"
"2017","18 point(s)","Quintile 5","All","All","5655","5215","0.922","0"
"2018","18 point(s)","Quintile 5","All","All","5840","5355","0.917","0"
"2019","18 point(s)","Quintile 5","All","All","6430","5935","0.923","0"
"2020","18 point(s)","Quintile 5","All","All","7120","6645","0.934","0"
"2021","18 point(s)","Quintile 5","All","All","8285","7545","0.911","0"
"2022","18 point(s)","Quintile 5","All","All","10515","9310","0.885","0"
"2023","18 point(s)","Quintile 5","All","All","11865","10695","0.901","0"
"2010","All","Unknown","All","All","235","195","0.841","0"
"2011","All","Unknown","All","All","205","170","0.8200000000000001","0"
"2012","All","Unknown","All","All","205","165","0.803","0"
"2013","All","Unknown","All","All","165","145","0.89","0"
"2014","All","Unknown","All","All","170","135","0.811","0"
"2015","All","Unknown","All","All","135","110","0.8210000000000001","0"
"2016","All","Unknown","All","All","140","120","0.849","0"
"2017","All","Unknown","All","All","140","120","0.852","0"
"2018","All","Unknown","All","All","145","115","0.8130000000000001","0"
"2019","All","Unknown","All","All","130","115","0.856","0"
"2020","All","Unknown","All","All","120","100","0.8310000000000001","0"
"2021","All","Unknown","All","All","115","95","0.8190000000000001","0"
"2022","All","Unknown","All","All","60","50","0.864","0"
"2023","All","Unknown","All","All","60","50","0.8170000000000001","0"
"2010","All","Quintile 1","All","All","14910","11840","0.794","0"
"2011","All","Quintile 1","All","All","14870","12165","0.8180000000000001","5"
"2012","All","Quintile 1","All","All","14150","11730","0.8290000000000001","5"
"2013","All","Quintile 1","All","All","14200","12075","0.851","5"
"2014","All","Quintile 1","All","All","14360","12345","0.86","5"
"2015","All","Quintile 1","All","All","14975","12850","0.858","0"
"2016","All","Quintile 1","All","All","14935","12925","0.865","0"
"2017","All","Quintile 1","All","All","15665","13660","0.872","0"
"2018","All","Quintile 1","All","All","15075","13150","0.872","0"
"2019","All","Quintile 1","All","All","15200","13360","0.879","0"
"2020","All","Quintile 1","All","All","15190","13755","0.906","5"
"2021","All","Quintile 1","All","All","16255","14500","0.892","5"
"2022","All","Quintile 1","All","All","17525","15070","0.86","0"
"2023","All","Quintile 1","All","All","17540","14900","0.849","5"
"2010","All","Quintile 2","All","All","24340","19805","0.8140000000000001","5"
"2011","All","Quintile 2","All","All","24190","20100","0.8310000000000001","5"
"2012","All","Quintile 2","All","All","23090","19460","0.843","5"
"2013","All","Quintile 2","All","All","22820","19565","0.857","5"
"2014","All","Quintile 2","All","All","22720","19640","0.864","5"
"2015","All","Quintile 2","All","All","23100","20035","0.867","5"
"2016","All","Quintile 2","All","All","23245","20475","0.881","5"
"2017","All","Quintile 2","All","All","23465","20635","0.879","0"
"2018","All","Quintile 2","All","All","22995","20265","0.881","0"
"2019","All","Quintile 2","All","All","22200","19460","0.877","5"
"2020","All","Quintile 2","All","All","21985","19930","0.907","5"
"2021","All","Quintile 2","All","All","24050","21320","0.886","5"
"2022","All","Quintile 2","All","All","24790","21190","0.855","5"
"2023","All","Quintile 2","All","All","25010","21115","0.844","0"
"2010","All","Quintile 3","All","All","33175","27195","0.8200000000000001","10"
"2011","All","Quintile 3","All","All","32765","27595","0.842","5"
"2012","All","Quintile 3","All","All","31130","26100","0.839","10"
"2013","All","Quintile 3","All","All","31110","26860","0.863","0"
"2014","All","Quintile 3","All","All","30670","26455","0.863","0"
"2015","All","Quintile 3","All","All","31560","27445","0.87","0"
"2016","All","Quintile 3","All","All","31295","27445","0.877","0"
"2017","All","Quintile 3","All","All","31525","27660","0.877","5"
"2018","All","Quintile 3","All","All","30425","26700","0.878","5"
"2019","All","Quintile 3","All","All","30120","26300","0.873","5"
"2020","All","Quintile 3","All","All","29580","26680","0.902","5"
"2021","All","Quintile 3","All","All","31965","28255","0.884","10"
"2022","All","Quintile 3","All","All","33160","28255","0.852","0"
"2023","All","Quintile 3","All","All","33370","28265","0.847","5"
"2010","All","Quintile 4","All","All","42825","35375","0.8260000000000001","5"
"2011","All","Quintile 4","All","All","42930","36705","0.855","15"
"2012","All","Quintile 4","All","All","40770","34475","0.846","5"
"2013","All","Quintile 4","All","All","40900","35235","0.862","5"
"2014","All","Quintile 4","All","All","40010","34500","0.862","5"
"2015","All","Quintile 4","All","All","41000","35715","0.871","5"
"2016","All","Quintile 4","All","All","40510","35490","0.876","0"
"2017","All","Quintile 4","All","All","41045","35905","0.875","0"
"2018","All","Quintile 4","All","All","40110","34980","0.872","5"
"2019","All","Quintile 4","All","All","39890","34830","0.873","5"
"2020","All","Quintile 4","All","All","39595","35770","0.903","25"
"2021","All","Quintile 4","All","All","42065","37370","0.888","5"
"2022","All","Quintile 4","All","All","44215","37815","0.855","5"
"2023","All","Quintile 4","All","All","44240","37690","0.852","5"
"2010","All","Quintile 5","All","All","66605","54990","0.8260000000000001","5"
"2011","All","Quintile 5","All","All","66555","57030","0.857","10"
"2012","All","Quintile 5","All","All","64555","54935","0.851","5"
"2013","All","Quintile 5","All","All","64010","55640","0.869","5"
"2014","All","Quintile 5","All","All","62930","54420","0.865","10"
"2015","All","Quintile 5","All","All","64345","56255","0.874","5"
"2016","All","Quintile 5","All","All","64645","56745","0.878","5"
"2017","All","Quintile 5","All","All","64590","56795","0.879","5"
"2018","All","Quintile 5","All","All","62740","55285","0.881","10"
"2019","All","Quintile 5","All","All","62015","54600","0.88","5"
"2020","All","Quintile 5","All","All","62720","56980","0.909","45"
"2021","All","Quintile 5","All","All","67735","60380","0.891","5"
"2022","All","Quintile 5","All","All","70470","60280","0.855","5"
"2023","All","Quintile 5","All","All","70950","60995","0.86","15"
"2013","2 point(s)","All","All","All","5","0"," ","0"
