"Year","Subject group HECoS","Detailed subject group HECoS","POLAR4 Quintile","Main scheme applicant","Main scheme application","Accepted applicants"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Quintile 1","Not main scheme applicant","Not main scheme application","195"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Quintile 1","Not main scheme applicant","Not main scheme application","225"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Quintile 1","Not main scheme applicant","Not main scheme application","165"
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Quintile 1","Not main scheme applicant","Not main scheme application","185"
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Quintile 1","Not main scheme applicant","Not main scheme application","135"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Quintile 1","Not main scheme applicant","Not main scheme application","175"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Quintile 1","Not main scheme applicant","Not main scheme application","150"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Quintile 1","Not main scheme applicant","Not main scheme application","120"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Quintile 1","Not main scheme applicant","Not main scheme application","145"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Quintile 1","Not main scheme applicant","Not main scheme application","130"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Quintile 1","Not main scheme applicant","Not main scheme application","65"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Quintile 1","Not main scheme applicant","Not main scheme application","70"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Quintile 1","Not main scheme applicant","Not main scheme application","55"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Quintile 1","Not main scheme applicant","Not main scheme application","65"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Quintile 1","Not main scheme applicant","Not main scheme application","60"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Quintile 1","Not main scheme applicant","Not main scheme application","65"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Quintile 1","Not main scheme applicant","Not main scheme application","90"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Quintile 1","Not main scheme applicant","Not main scheme application","45"
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Quintile 1","Not main scheme applicant","Not main scheme application","55"
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Quintile 1","Not main scheme applicant","Not main scheme application","55"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","Quintile 1","Not main scheme applicant","Not main scheme application","25"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","Quintile 1","Not main scheme applicant","Not main scheme application","30"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","Quintile 1","Not main scheme applicant","Not main scheme application","25"
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","Quintile 1","Not main scheme applicant","Not main scheme application","25"
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","Quintile 1","Not main scheme applicant","Not main scheme application","25"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","Quintile 1","Not main scheme applicant","Not main scheme application","35"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","Quintile 1","Not main scheme applicant","Not main scheme application","35"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","Quintile 1","Not main scheme applicant","Not main scheme application","35"
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","Quintile 1","Not main scheme applicant","Not main scheme application","30"
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","Quintile 1","Not main scheme applicant","Not main scheme application","45"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","Quintile 1","Not main scheme applicant","Not main scheme application","60"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","Quintile 1","Not main scheme applicant","Not main scheme application","65"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","Quintile 1","Not main scheme applicant","Not main scheme application","60"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","Quintile 1","Not main scheme applicant","Not main scheme application","55"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","Quintile 1","Not main scheme applicant","Not main scheme application","45"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","Quintile 1","Not main scheme applicant","Not main scheme application","20"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","Quintile 1","Not main scheme applicant","Not main scheme application","25"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","Quintile 1","Not main scheme applicant","Not main scheme application","20"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","Quintile 1","Not main scheme applicant","Not main scheme application","15"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","Quintile 1","Not main scheme applicant","Not main scheme application","20"
"2019","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","Quintile 1","Not main scheme applicant","Not main scheme application","15"
"2020","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","Quintile 1","Not main scheme applicant","Not main scheme application","15"
"2021","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","Quintile 1","Not main scheme applicant","Not main scheme application","5"
"2022","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","Quintile 1","Not main scheme applicant","Not main scheme application","5"
"2023","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","Quintile 1","Not main scheme applicant","Not main scheme application","10"
"2019","(CAH10) engineering and technology","(CAH10-03-06) others in technology","Quintile 1","Not main scheme applicant","Not main scheme application","15"
"2020","(CAH10) engineering and technology","(CAH10-03-06) others in technology","Quintile 1","Not main scheme applicant","Not main scheme application","25"
"2021","(CAH10) engineering and technology","(CAH10-03-06) others in technology","Quintile 1","Not main scheme applicant","Not main scheme application","15"
"2022","(CAH10) engineering and technology","(CAH10-03-06) others in technology","Quintile 1","Not main scheme applicant","Not main scheme application","25"
"2023","(CAH10) engineering and technology","(CAH10-03-06) others in technology","Quintile 1","Not main scheme applicant","Not main scheme application","20"
"2019","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","Quintile 1","Not main scheme applicant","Not main scheme application","40"
"2020","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","Quintile 1","Not main scheme applicant","Not main scheme application","40"
"2021","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","Quintile 1","Not main scheme applicant","Not main scheme application","40"
"2022","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","Quintile 1","Not main scheme applicant","Not main scheme application","30"
"2023","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","Quintile 1","Not main scheme applicant","Not main scheme application","30"
"2019","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","Quintile 1","Not main scheme applicant","Not main scheme application","30"
"2020","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","Quintile 1","Not main scheme applicant","Not main scheme application","35"
