"Year","Predicted A level points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2022","8 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","240","225","0.937","0"
"2023","8 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","230","205","0.899","0"
"2010","8 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","25","20","0.913","0"
"2011","8 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","20","15","0.85","0"
"2012","8 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","15","10","0.846","0"
"2013","8 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","15","10","0.846","0"
"2014","8 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","15","10","0.923","0"
"2015","8 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","8 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2017","8 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","8 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","8 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","8 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","9 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","25","20","0.75","0"
"2011","9 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20","15","0.636","0"
"2012","9 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","25","20","0.833","0"
"2013","9 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","15","10","0.733","0"
"2014","9 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20","15","0.789","0"
"2015","9 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","15","10"," ","0"
"2016","9 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","15","10","0.786","0"
"2017","9 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","15","10"," ","0"
"2018","9 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","9 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","9 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","9 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","9 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2010","9 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","895","780","0.869","0"
"2011","9 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","1075","880","0.8180000000000001","0"
"2012","9 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","850","740","0.871","0"
"2013","9 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","695","615","0.883","0"
"2014","9 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","625","555","0.889","0"
"2015","9 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","620","570","0.921","0"
"2016","9 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","565","515","0.91","0"
"2017","9 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","520","470","0.904","0"
"2018","9 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","495","465","0.9420000000000001","0"
"2019","9 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","505","470","0.933","0"
"2020","9 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","455","430","0.9490000000000001","0"
"2021","9 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","405","375","0.919","0"
"2022","9 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","520","485","0.929","0"
"2023","9 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","475","425","0.903","0"
"2010","9 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","35","30","0.857","0"
"2011","9 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","45","35","0.86","0"
"2012","9 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","35","30","0.882","0"
"2013","9 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","20","15","0.895","0"
"2014","9 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","15","15","1","0"
"2015","9 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","30","30","0.967","0"
"2016","9 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","15","10","0.786","0"
"2017","9 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2018","9 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","10","10","1","0"
"2019","9 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","9 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","9 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","15","15","1","0"
"2022","9 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","15","10","0.857","0"
"2023","9 point(s)","18","Wales","Female","Main scheme applicant","Not main scheme application","15","10","0.769","0"
"2010","10 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","30","20","0.71","0"
"2011","10 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","35","20","0.667","0"
"2012","10 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","45","35","0.745","0"
"2013","10 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20","15","0.737","0"
"2014","10 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","25","15","0.583","0"
"2015","10 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","40","30","0.769","0"
"2016","10 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","25","15","0.583","0"
"2017","10 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20","15","0.85","0"
"2018","10 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20","10","0.5710000000000001","0"
"2019","10 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2020","10 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20","20","0.8180000000000001","0"
"2021","10 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2022","10 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20","15","0.8","0"
"2023","10 point(s)","18","Northern Ireland","Female","Main scheme applicant","Not main scheme application","20","15","0.833","0"
"2010","10 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","1050","900","0.855","0"
"2011","10 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","1290","1110","0.859","0"
"2012","10 point(s)","18","England","Female","Main scheme applicant","Not main scheme application","1095","965","0.881","0"
