"Year","POLAR4 Quintile","Age group","Domicile","Gender","Self-released","Applied after self-releasing","Placed after self-releasing"
"2020","Quintile 5","25 - 29","England","Female","50","30","30"
"2021","Quintile 5","25 - 29","England","Female","40","25","20"
"2022","Quintile 5","25 - 29","England","Female","30","15","15"
"2023","Quintile 5","25 - 29","England","Female","50","25","25"
"2020","Quintile 5","25 - 29","Scotland","Female","5","5","5"
"2021","Quintile 5","25 - 29","Scotland","Female","5","0","0"
"2022","Quintile 5","25 - 29","Scotland","Female","20","5","5"
"2023","Quintile 5","25 - 29","Scotland","Female","10","5","5"
"2023","Quintile 5","25 - 29","Wales","Female","5","0","0"
"2019","Quintile 1","30 - 34","Northern Ireland","Female","5","5","5"
"2022","Quintile 1","30 - 34","Northern Ireland","Female","5","5","5"
"2019","Quintile 1","30 - 34","England","Female","25","20","15"
"2020","Quintile 1","30 - 34","England","Female","20","15","10"
"2021","Quintile 1","30 - 34","England","Female","25","15","10"
"2022","Quintile 1","30 - 34","England","Female","30","15","15"
"2023","Quintile 1","30 - 34","England","Female","30","20","20"
"2020","Quintile 1","30 - 34","Scotland","Female","5","5","5"
"2022","Quintile 1","30 - 34","Scotland","Female","5","0","0"
"2021","Quintile 1","30 - 34","Wales","Female","5","5","5"
"2023","Quintile 1","30 - 34","Wales","Female","5","0","0"
"2019","Quintile 2","30 - 34","England","Female","20","10","10"
"2020","Quintile 2","30 - 34","England","Female","30","20","20"
"2021","Quintile 2","30 - 34","England","Female","20","10","5"
"2022","Quintile 2","30 - 34","England","Female","20","10","10"
"2023","Quintile 2","30 - 34","England","Female","15","5","5"
"2019","Quintile 2","30 - 34","Scotland","Female","5","0","0"
"2020","Quintile 2","30 - 34","Scotland","Female","5","0","0"
"2021","Quintile 2","30 - 34","Scotland","Female","5","0","0"
"2022","Quintile 2","30 - 34","Scotland","Female","10","5","5"
"2023","Quintile 2","30 - 34","Scotland","Female","5","0","0"
"2020","Quintile 2","30 - 34","Wales","Female","5","0","0"
"2019","Quintile 3","30 - 34","England","Female","10","10","10"
"2020","Quintile 3","30 - 34","England","Female","20","10","10"
"2021","Quintile 3","30 - 34","England","Female","25","15","15"
"2022","Quintile 3","30 - 34","England","Female","25","10","10"
"2023","Quintile 3","30 - 34","England","Female","25","15","15"
"2019","Quintile 3","30 - 34","Scotland","Female","5","0","0"
"2021","Quintile 3","30 - 34","Scotland","Female","5","0","0"
"2022","Quintile 3","30 - 34","Scotland","Female","5","0","0"
"2023","Quintile 3","30 - 34","Scotland","Female","5","0","0"
"2019","Quintile 4","30 - 34","England","Female","20","10","10"
"2020","Quintile 4","30 - 34","England","Female","30","15","15"
"2021","Quintile 4","30 - 34","England","Female","35","15","15"
"2022","Quintile 4","30 - 34","England","Female","20","15","10"
"2023","Quintile 4","30 - 34","England","Female","20","10","10"
"2019","Quintile 4","30 - 34","Scotland","Female","5","0","0"
"2021","Quintile 4","30 - 34","Scotland","Female","5","0","0"
"2022","Quintile 4","30 - 34","Scotland","Female","10","5","5"
"2019","Quintile 5","30 - 34","England","Female","15","10","10"
"2020","Quintile 5","30 - 34","England","Female","20","15","10"
"2021","Quintile 5","30 - 34","England","Female","20","10","10"
"2022","Quintile 5","30 - 34","England","Female","20","10","10"
"2023","Quintile 5","30 - 34","England","Female","15","5","5"
"2019","Quintile 5","30 - 34","Scotland","Female","5","0","0"
"2020","Quintile 5","30 - 34","Scotland","Female","5","0","0"
"2021","Quintile 5","30 - 34","Scotland","Female","5","0","0"
"2022","Quintile 5","30 - 34","Scotland","Female","15","5","5"
"2023","Quintile 5","30 - 34","Scotland","Female","5","0","0"
"2019","Quintile 1","35 and over","England","Female","25","20","15"
"2020","Quintile 1","35 and over","England","Female","50","40","30"
"2021","Quintile 1","35 and over","England","Female","45","30","25"
"2022","Quintile 1","35 and over","England","Female","45","20","20"
"2023","Quintile 1","35 and over","England","Female","45","25","20"
"2020","Quintile 1","35 and over","Scotland","Female","5","0","0"
"2022","Quintile 1","35 and over","Scotland","Female","10","5","5"
"2021","Quintile 1","35 and over","Wales","Female","5","0","0"
"2022","Quintile 1","35 and over","Wales","Female","5","5","5"
"2022","Quintile 2","35 and over","Northern Ireland","Female","5","0","0"
"2019","Quintile 2","35 and over","England","Female","30","25","20"
"2020","Quintile 2","35 and over","England","Female","35","20","20"
"2021","Quintile 2","35 and over","England","Female","35","25","25"
"2022","Quintile 2","35 and over","England","Female","35","25","20"
"2023","Quintile 2","35 and over","England","Female","40","20","15"
"2020","Quintile 2","35 and over","Scotland","Female","5","5","5"
"2021","Quintile 2","35 and over","Scotland","Female","5","0","0"
"2022","Quintile 2","35 and over","Scotland","Female","5","0","0"
"2023","Quintile 2","35 and over","Scotland","Female","5","0","0"
"2022","Quintile 2","35 and over","Wales","Female","5","0","0"
"2023","Quintile 2","35 and over","Wales","Female","5","0","0"
"2022","Quintile 3","35 and over","Northern Ireland","Female","5","0","0"
"2019","Quintile 3","35 and over","England","Female","30","20","20"
"2020","Quintile 3","35 and over","England","Female","45","30","30"
"2021","Quintile 3","35 and over","England","Female","50","30","25"
"2022","Quintile 3","35 and over","England","Female","55","30","25"
"2023","Quintile 3","35 and over","England","Female","40","25","20"
"2019","Quintile 3","35 and over","Scotland","Female","10","0","0"
"2020","Quintile 3","35 and over","Scotland","Female","5","0","0"
"2021","Quintile 3","35 and over","Scotland","Female","5","0","0"
"2022","Quintile 3","35 and over","Scotland","Female","5","0","0"
"2023","Quintile 3","35 and over","Scotland","Female","15","0","0"
"2020","Quintile 3","35 and over","Wales","Female","5","0","0"
"2021","Quintile 3","35 and over","Wales","Female","5","5","5"
"2022","Quintile 3","35 and over","Wales","Female","5","0","0"
"2023","Quintile 3","35 and over","Wales","Female","5","0","0"
"2023","Quintile 4","35 and over","Northern Ireland","Female","5","0","0"
"2019","Quintile 4","35 and over","England","Female","30","20","20"
"2020","Quintile 4","35 and over","England","Female","30","20","20"
"2021","Quintile 4","35 and over","England","Female","55","30","30"
"2022","Quintile 4","35 and over","England","Female","45","20","15"
"2023","Quintile 4","35 and over","England","Female","45","25","25"
"2019","Quintile 4","35 and over","Scotland","Female","5","0","0"
"2020","Quintile 4","35 and over","Scotland","Female","10","5","5"
"2021","Quintile 4","35 and over","Scotland","Female","5","0","0"
"2022","Quintile 4","35 and over","Scotland","Female","5","5","5"
"2023","Quintile 4","35 and over","Scotland","Female","10","0","0"
"2020","Quintile 4","35 and over","Wales","Female","5","0","0"
"2022","Quintile 4","35 and over","Wales","Female","5","0","0"
"2023","Quintile 4","35 and over","Wales","Female","5","0","0"
"2021","Quintile 5","35 and over","Northern Ireland","Female","5","5","5"
"2019","Quintile 5","35 and over","England","Female","20","15","15"
"2020","Quintile 5","35 and over","England","Female","40","25","20"
"2021","Quintile 5","35 and over","England","Female","45","30","30"
"2022","Quintile 5","35 and over","England","Female","50","25","25"
"2023","Quintile 5","35 and over","England","Female","40","20","20"
"2019","Quintile 5","35 and over","Scotland","Female","5","5","5"
"2020","Quintile 5","35 and over","Scotland","Female","5","0","0"
"2021","Quintile 5","35 and over","Scotland","Female","10","5","0"
"2022","Quintile 5","35 and over","Scotland","Female","5","0","0"
"2023","Quintile 5","35 and over","Scotland","Female","5","5","5"
"2022","Quintile 5","35 and over","Wales","Female","5","0","0"
"2020","Quintile 2","17 and under","England","Male","5","5","5"
"2021","Quintile 2","17 and under","England","Male","5","0","0"
"2022","Quintile 2","17 and under","England","Male","5","0","0"
"2021","Quintile 2","17 and under","Scotland","Male","5","0","0"
"2022","Quintile 2","17 and under","Scotland","Male","5","0","0"
"2023","Quintile 2","17 and under","Scotland","Male","5","0","0"
"2020","Quintile 3","17 and under","England","Male","5","5","5"
"2022","Quintile 3","17 and under","England","Male","5","0","0"
"2023","Quintile 3","17 and under","England","Male","5","5","5"
"2020","Quintile 3","17 and under","Scotland","Male","5","0","0"
"2020","Quintile 4","17 and under","England","Male","5","0","0"
"2021","Quintile 4","17 and under","England","Male","5","5","5"
"2022","Quintile 4","17 and under","England","Male","5","0","0"
"2023","Quintile 4","17 and under","England","Male","10","5","5"
"2022","Quintile 4","17 and under","Scotland","Male","5","0","0"
"2023","Quintile 4","17 and under","Scotland","Male","5","5","5"
"2019","Quintile 5","17 and under","England","Male","10","10","10"
"2020","Quintile 5","17 and under","England","Male","10","10","10"
"2021","Quintile 5","17 and under","England","Male","5","5","5"
"2022","Quintile 5","17 and under","England","Male","15","5","5"
"2023","Quintile 5","17 and under","England","Male","10","5","5"
"2019","Quintile 5","17 and under","Scotland","Male","5","0","0"
"2020","Quintile 5","17 and under","Scotland","Male","5","5","5"
"2021","Quintile 5","17 and under","Scotland","Male","5","0","0"
"2022","Quintile 5","17 and under","Scotland","Male","5","0","0"
"2023","Quintile 5","17 and under","Scotland","Male","10","0","0"
"2019","Unknown","18","England","Male","5","5","5"
"2020","Unknown","18","England","Male","5","5","5"
"2021","Unknown","18","England","Male","10","5","5"
"2022","Unknown","18","England","Male","5","0","0"
"2023","Unknown","18","England","Male","5","5","5"
"2019","Quintile 1","18","Northern Ireland","Male","35","15","15"
"2020","Quintile 1","18","Northern Ireland","Male","30","20","20"
"2021","Quintile 1","18","Northern Ireland","Male","35","20","20"
"2022","Quintile 1","18","Northern Ireland","Male","40","20","15"
"2023","Quintile 1","18","Northern Ireland","Male","40","15","15"
"2019","Quintile 1","18","England","Male","620","450","445"
"2020","Quintile 1","18","England","Male","755","605","600"
"2021","Quintile 1","18","England","Male","675","465","465"
"2022","Quintile 1","18","England","Male","945","540","530"
"2023","Quintile 1","18","England","Male","1040","630","625"
"2019","Quintile 1","18","Scotland","Male","10","5","5"
"2020","Quintile 1","18","Scotland","Male","10","10","10"
"2021","Quintile 1","18","Scotland","Male","10","5","5"
"2022","Quintile 1","18","Scotland","Male","10","5","5"
"2023","Quintile 1","18","Scotland","Male","15","10","10"
"2019","Quintile 1","18","Wales","Male","25","20","20"
"2020","Quintile 1","18","Wales","Male","45","35","35"
"2021","Quintile 1","18","Wales","Male","30","20","20"
"2022","Quintile 1","18","Wales","Male","50","30","30"
"2023","Quintile 1","18","Wales","Male","50","25","25"
"2019","Quintile 2","18","Northern Ireland","Male","25","5","5"
"2020","Quintile 2","18","Northern Ireland","Male","40","15","15"
"2021","Quintile 2","18","Northern Ireland","Male","20","10","10"
"2022","Quintile 2","18","Northern Ireland","Male","35","15","15"
"2023","Quintile 2","18","Northern Ireland","Male","35","10","10"
"2019","Quintile 2","18","England","Male","920","675","670"
"2020","Quintile 2","18","England","Male","1195","960","955"
"2021","Quintile 2","18","England","Male","1030","675","670"
"2022","Quintile 2","18","England","Male","1365","800","785"
"2023","Quintile 2","18","England","Male","1445","880","870"
"2019","Quintile 2","18","Scotland","Male","20","5","5"
"2020","Quintile 2","18","Scotland","Male","20","10","10"
"2021","Quintile 2","18","Scotland","Male","15","10","10"
"2022","Quintile 2","18","Scotland","Male","30","20","15"
"2023","Quintile 2","18","Scotland","Male","30","15","15"
"2019","Quintile 2","18","Wales","Male","40","20","20"
"2020","Quintile 2","18","Wales","Male","65","50","50"
"2021","Quintile 2","18","Wales","Male","35","25","25"
"2022","Quintile 2","18","Wales","Male","75","45","45"
"2023","Quintile 2","18","Wales","Male","60","40","40"
"2019","Quintile 3","18","Northern Ireland","Male","40","15","15"
"2020","Quintile 3","18","Northern Ireland","Male","45","25","25"
"2021","Quintile 3","18","Northern Ireland","Male","50","20","20"
"2022","Quintile 3","18","Northern Ireland","Male","85","30","30"
"2023","Quintile 3","18","Northern Ireland","Male","70","25","25"
"2019","Quintile 3","18","England","Male","1305","945","945"
"2020","Quintile 3","18","England","Male","1795","1465","1455"
"2021","Quintile 3","18","England","Male","1450","980","970"
"2022","Quintile 3","18","England","Male","2090","1255","1240"
"2023","Quintile 3","18","England","Male","1980","1255","1240"
"2019","Quintile 3","18","Scotland","Male","30","20","20"
"2020","Quintile 3","18","Scotland","Male","35","25","25"
"2021","Quintile 3","18","Scotland","Male","25","5","5"
"2022","Quintile 3","18","Scotland","Male","45","15","15"
"2023","Quintile 3","18","Scotland","Male","45","20","20"
"2019","Quintile 3","18","Wales","Male","55","40","40"
"2020","Quintile 3","18","Wales","Male","65","50","50"
"2021","Quintile 3","18","Wales","Male","45","30","30"
"2022","Quintile 3","18","Wales","Male","70","40","40"
"2023","Quintile 3","18","Wales","Male","65","40","40"
"2019","Quintile 4","18","Northern Ireland","Male","80","40","35"
"2020","Quintile 4","18","Northern Ireland","Male","85","40","40"
"2021","Quintile 4","18","Northern Ireland","Male","55","20","20"
"2022","Quintile 4","18","Northern Ireland","Male","110","45","40"
"2023","Quintile 4","18","Northern Ireland","Male","100","35","35"
"2019","Quintile 4","18","England","Male","1675","1180","1170"
"2020","Quintile 4","18","England","Male","2570","2110","2105"
"2021","Quintile 4","18","England","Male","1925","1310","1300"
"2022","Quintile 4","18","England","Male","2570","1500","1480"
"2023","Quintile 4","18","England","Male","2720","1745","1725"
"2019","Quintile 4","18","Scotland","Male","45","20","20"
"2020","Quintile 4","18","Scotland","Male","40","25","25"
"2021","Quintile 4","18","Scotland","Male","50","20","20"
"2022","Quintile 4","18","Scotland","Male","45","25","25"
"2023","Quintile 4","18","Scotland","Male","55","30","30"
"2019","Quintile 4","18","Wales","Male","45","30","30"
"2020","Quintile 4","18","Wales","Male","65","50","50"
"2021","Quintile 4","18","Wales","Male","30","20","20"
"2022","Quintile 4","18","Wales","Male","75","45","45"
"2023","Quintile 4","18","Wales","Male","65","25","25"
"2019","Quintile 5","18","Northern Ireland","Male","130","50","50"
"2020","Quintile 5","18","Northern Ireland","Male","105","70","65"
"2021","Quintile 5","18","Northern Ireland","Male","105","45","45"
"2022","Quintile 5","18","Northern Ireland","Male","150","60","60"
"2023","Quintile 5","18","Northern Ireland","Male","130","50","50"
"2019","Quintile 5","18","England","Male","2460","1710","1700"
"2020","Quintile 5","18","England","Male","3740","3060","3045"
