"Year","Predicted SQA advanced higher points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2017","9 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2018","9 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2019","9 point(s)","Mixed","Main scheme applicant","Main scheme application","10","10","0.909","0"
"2020","9 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","9 point(s)","Mixed","Main scheme applicant","Main scheme application","10","10"," ","0"
"2022","9 point(s)","Mixed","Main scheme applicant","Main scheme application","10","10","1","0"
"2023","9 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2010","10 point(s)","Mixed","Main scheme applicant","Main scheme application","5","0"," ","0"
"2011","10 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2012","10 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2014","10 point(s)","Mixed","Main scheme applicant","Main scheme application","10","10"," ","0"
"2015","10 point(s)","Mixed","Main scheme applicant","Main scheme application","10","5"," ","0"
"2016","10 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2017","10 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2018","10 point(s)","Mixed","Main scheme applicant","Main scheme application","10","10"," ","0"
"2019","10 point(s)","Mixed","Main scheme applicant","Main scheme application","10","5"," ","0"
"2020","10 point(s)","Mixed","Main scheme applicant","Main scheme application","10","10","1","0"
"2021","10 point(s)","Mixed","Main scheme applicant","Main scheme application","10","10"," ","0"
"2022","10 point(s)","Mixed","Main scheme applicant","Main scheme application","10","10","1","0"
"2023","10 point(s)","Mixed","Main scheme applicant","Main scheme application","15","10","0.8","0"
"2010","11 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2011","11 point(s)","Mixed","Main scheme applicant","Main scheme application","10","10","1","0"
"2012","11 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2013","11 point(s)","Mixed","Main scheme applicant","Main scheme application","10","10"," ","0"
"2014","11 point(s)","Mixed","Main scheme applicant","Main scheme application","10","10"," ","0"
"2015","11 point(s)","Mixed","Main scheme applicant","Main scheme application","10","10"," ","0"
"2016","11 point(s)","Mixed","Main scheme applicant","Main scheme application","10","10","1","0"
"2017","11 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2018","11 point(s)","Mixed","Main scheme applicant","Main scheme application","10","10","1","0"
"2019","11 point(s)","Mixed","Main scheme applicant","Main scheme application","10","5"," ","0"
"2020","11 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","11 point(s)","Mixed","Main scheme applicant","Main scheme application","10","10"," ","0"
"2022","11 point(s)","Mixed","Main scheme applicant","Main scheme application","15","15","0.933","0"
"2023","11 point(s)","Mixed","Main scheme applicant","Main scheme application","20","15","0.833","0"
"2010","12 point(s)","Mixed","Main scheme applicant","Main scheme application","20","20","0.909","0"
"2011","12 point(s)","Mixed","Main scheme applicant","Main scheme application","25","25","0.926","0"
"2012","12 point(s)","Mixed","Main scheme applicant","Main scheme application","25","20","0.792","0"
"2013","12 point(s)","Mixed","Main scheme applicant","Main scheme application","30","25","0.8280000000000001","0"
"2014","12 point(s)","Mixed","Main scheme applicant","Main scheme application","30","25","0.75","0"
"2015","12 point(s)","Mixed","Main scheme applicant","Main scheme application","40","35","0.857","0"
"2016","12 point(s)","Mixed","Main scheme applicant","Main scheme application","45","40","0.911","0"
"2017","12 point(s)","Mixed","Main scheme applicant","Main scheme application","50","45","0.86","0"
"2018","12 point(s)","Mixed","Main scheme applicant","Main scheme application","40","35","0.81","0"
"2019","12 point(s)","Mixed","Main scheme applicant","Main scheme application","45","40","0.867","0"
"2020","12 point(s)","Mixed","Main scheme applicant","Main scheme application","60","55","0.883","0"
"2021","12 point(s)","Mixed","Main scheme applicant","Main scheme application","80","70","0.873","0"
"2022","12 point(s)","Mixed","Main scheme applicant","Main scheme application","80","70","0.866","0"
"2023","12 point(s)","Mixed","Main scheme applicant","Main scheme application","95","95","0.9590000000000001","0"
"2014","8 point(s)","Other","Main scheme applicant","Main scheme application","5","0"," ","0"
"2017","9 point(s)","Other","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","9 point(s)","Other","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","9 point(s)","Other","Main scheme applicant","Main scheme application","5","5"," ","0"
"2015","10 point(s)","Other","Main scheme applicant","Main scheme application","5","5"," ","0"
"2022","10 point(s)","Other","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","10 point(s)","Other","Main scheme applicant","Main scheme application","5","5"," ","0"
"2011","11 point(s)","Other","Main scheme applicant","Main scheme application","5","5"," ","0"
"2016","11 point(s)","Other","Main scheme applicant","Main scheme application","5","0"," ","0"
"2018","11 point(s)","Other","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","11 point(s)","Other","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","11 point(s)","Other","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","11 point(s)","Other","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","11 point(s)","Other","Main scheme applicant","Main scheme application","5","5"," ","0"
"2010","12 point(s)","Other","Main scheme applicant","Main scheme application","5","5"," ","0"
"2011","12 point(s)","Other","Main scheme applicant","Main scheme application","5","0"," ","0"
"2012","12 point(s)","Other","Main scheme applicant","Main scheme application","5","5"," ","0"
"2013","12 point(s)","Other","Main scheme applicant","Main scheme application","10","5"," ","0"
"2014","12 point(s)","Other","Main scheme applicant","Main scheme application","10","5"," ","0"
"2015","12 point(s)","Other","Main scheme applicant","Main scheme application","10","5"," ","0"
"2016","12 point(s)","Other","Main scheme applicant","Main scheme application","10","10","0.917","0"
"2017","12 point(s)","Other","Main scheme applicant","Main scheme application","15","10"," ","0"
"2018","12 point(s)","Other","Main scheme applicant","Main scheme application","10","10","1","0"
"2019","12 point(s)","Other","Main scheme applicant","Main scheme application","20","15","0.722","0"
"2020","12 point(s)","Other","Main scheme applicant","Main scheme application","20","15","0.778","0"
"2021","12 point(s)","Other","Main scheme applicant","Main scheme application","25","20","0.6920000000000001","0"
"2022","12 point(s)","Other","Main scheme applicant","Main scheme application","40","30","0.78","0"
"2023","12 point(s)","Other","Main scheme applicant","Main scheme application","30","25","0.844","0"
"2018","9 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","9 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","5","5"," ","0"
"2011","10 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","5","5"," ","0"
"2018","10 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","5","5"," ","0"
"2010","11 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","5","0"," ","0"
"2011","11 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","5","5"," ","0"
"2015","11 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","5","5"," ","0"
"2016","11 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","5","5"," ","0"
"2017","11 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","5","5"," ","0"
"2018","11 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","11 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","10","10"," ","0"
"2023","11 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","5","5"," ","0"
"2010","12 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","10","10"," ","0"
"2011","12 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","5","5"," ","0"
"2012","12 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","5","0"," ","0"
"2013","12 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","5","5"," ","0"
"2014","12 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","5","5"," ","0"
"2015","12 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","5","5"," ","0"
"2016","12 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","15","10","0.786","0"
"2017","12 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","15","10","0.8","0"
"2018","12 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","15","15","0.882","0"
"2019","12 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","20","20","0.864","0"
"2020","12 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","10","10","0.917","0"
"2021","12 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","15","15","0.8130000000000001","0"
"2022","12 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","25","20","0.741","0"
"2023","12 point(s)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","15","15","0.867","0"
