"Year","Qualification group","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2012","Other","Other","Main scheme applicant","Main scheme application","2630","1110","0.422","0"
"2013","Other","Other","Main scheme applicant","Main scheme application","2270","960","0.423","0"
"2014","Other","Other","Main scheme applicant","Main scheme application","2425","1040","0.43","0"
"2015","Other","Other","Main scheme applicant","Main scheme application","2530","1155","0.456","0"
"2016","Other","Other","Main scheme applicant","Main scheme application","2540","1220","0.48","0"
"2017","Other","Other","Main scheme applicant","Main scheme application","2570","1285","0.499","0"
"2018","Other","Other","Main scheme applicant","Main scheme application","2600","1350","0.519","0"
"2019","Other","Other","Main scheme applicant","Main scheme application","2955","1540","0.52","0"
"2020","Other","Other","Main scheme applicant","Main scheme application","2920","1730","0.593","0"
"2021","Other","Other","Main scheme applicant","Main scheme application","3195","1720","0.538","0"
"2022","Other","Other","Main scheme applicant","Main scheme application","3945","2005","0.509","0"
"2023","Other","Other","Main scheme applicant","Main scheme application","5235","2580","0.493","0"
"2008","A level Only (With extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","5","5"," ","0"
"2009","A level Only (With extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","30","20","0.645","0"
"2010","A level Only (With extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","90","70","0.795","0"
"2011","A level Only (With extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","125","100","0.786","0"
"2012","A level Only (With extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","145","110","0.769","0"
"2013","A level Only (With extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","150","120","0.776","0"
"2014","A level Only (With extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","160","115","0.725","0"
"2015","A level Only (With extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","235","185","0.78","0"
"2016","A level Only (With extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","225","170","0.744","0"
"2017","A level Only (With extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","280","210","0.749","0"
"2018","A level Only (With extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","320","250","0.78","0"
"2019","A level Only (With extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","320","235","0.729","0"
"2020","A level Only (With extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","360","255","0.709","0"
"2021","A level Only (With extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","420","330","0.785","0"
"2022","A level Only (With extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","415","285","0.6880000000000001","0"
"2023","A level Only (With extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","440","320","0.733","0"
"2008","A level Only (Without extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","2750","2005","0.728","0"
"2009","A level Only (Without extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","2150","1550","0.721","0"
"2010","A level Only (Without extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","2075","1445","0.6980000000000001","0"
"2011","A level Only (Without extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","2005","1345","0.67","0"
"2012","A level Only (Without extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","1620","1065","0.657","0"
"2013","A level Only (Without extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","1495","995","0.665","0"
"2014","A level Only (Without extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","1425","880","0.618","0"
"2015","A level Only (Without extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","1715","1135","0.663","0"
"2016","A level Only (Without extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","1820","1200","0.659","0"
"2017","A level Only (Without extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","1730","1160","0.671","0"
"2018","A level Only (Without extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","1735","1150","0.664","0"
"2019","A level Only (Without extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","1715","1155","0.673","0"
"2020","A level Only (Without extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","1750","1165","0.665","0"
"2021","A level Only (Without extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","1920","1325","0.6900000000000001","0"
"2022","A level Only (Without extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","1835","1185","0.647","0"
"2023","A level Only (Without extended project)","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","1820","1220","0.671","0"
"2008","BTEC Only","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","60","35","0.638","0"
"2009","BTEC Only","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","80","60","0.734","0"
"2010","BTEC Only","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","80","45","0.603","0"
"2011","BTEC Only","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","130","80","0.641","0"
"2012","BTEC Only","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","245","145","0.584","0"
"2013","BTEC Only","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","305","200","0.655","0"
"2014","BTEC Only","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","340","220","0.644","0"
"2015","BTEC Only","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","475","315","0.667","0"
"2016","BTEC Only","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","520","350","0.674","0"
"2017","BTEC Only","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","515","375","0.728","0"
"2018","BTEC Only","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","440","325","0.738","0"
"2019","BTEC Only","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","435","310","0.717","0"
"2020","BTEC Only","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","445","315","0.713","0"
"2021","BTEC Only","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","505","345","0.678","0"
"2022","BTEC Only","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","415","275","0.661","0"
"2023","BTEC Only","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","390","255","0.652","0"
"2008","A level & BTEC","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","20","15","0.85","0"
"2009","A level & BTEC","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","25","15","0.583","0"
"2010","A level & BTEC","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","35","25","0.714","0"
"2011","A level & BTEC","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","45","25","0.628","0"
"2012","A level & BTEC","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","105","75","0.6920000000000001","0"
"2013","A level & BTEC","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","140","100","0.705","0"
"2014","A level & BTEC","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","135","95","0.7010000000000001","0"
"2015","A level & BTEC","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","215","155","0.718","0"
"2016","A level & BTEC","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","250","180","0.726","0"
"2017","A level & BTEC","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","200","145","0.711","0"
"2018","A level & BTEC","Unknown or Prefer Not To Say","Main scheme applicant","Main scheme application","165","125","0.747","0"
