"Year","Subject group HECoS","Detailed subject group HECoS","Provider country","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2020","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","England","16645","13935","0.837"
"2021","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","England","16015","13380","0.835"
"2022","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","England","16145","12990","0.805"
"2023","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","England","15795","12850","0.8140000000000001"
"2019","(CAH19) language and area studies","(CAH19-04-01) French studies","England","4215","3525","0.836"
"2020","(CAH19) language and area studies","(CAH19-04-01) French studies","England","3505","2890","0.8240000000000001"
"2021","(CAH19) language and area studies","(CAH19-04-01) French studies","England","3055","2570","0.841"
"2022","(CAH19) language and area studies","(CAH19-04-01) French studies","England","2810","2275","0.809"
"2023","(CAH19) language and area studies","(CAH19-04-01) French studies","England","2520","2105","0.835"
"2019","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","England","1690","1430","0.846"
"2020","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","England","1450","1195","0.8240000000000001"
"2021","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","England","1235","1045","0.845"
"2022","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","England","1115","905","0.8130000000000001"
"2023","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","England","950","795","0.835"
"2019","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","England","4620","3910","0.846"
"2020","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","England","3895","3235","0.8310000000000001"
"2021","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","England","3275","2810","0.858"
"2022","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","England","2795","2280","0.8160000000000001"
"2023","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","England","2745","2290","0.834"
"2019","(CAH19) language and area studies","(CAH19-04-03) Italian studies","England","705","590","0.839"
"2020","(CAH19) language and area studies","(CAH19-04-03) Italian studies","England","580","455","0.784"
"2021","(CAH19) language and area studies","(CAH19-04-03) Italian studies","England","505","410","0.812"
"2022","(CAH19) language and area studies","(CAH19-04-03) Italian studies","England","375","305","0.8150000000000001"
"2023","(CAH19) language and area studies","(CAH19-04-03) Italian studies","England","465","375","0.81"
"2019","(CAH19) language and area studies","(CAH19-01-07) linguistics","England","4055","3390","0.836"
"2020","(CAH19) language and area studies","(CAH19-01-07) linguistics","England","3950","3355","0.849"
"2021","(CAH19) language and area studies","(CAH19-01-07) linguistics","England","3550","2985","0.841"
"2022","(CAH19) language and area studies","(CAH19-01-07) linguistics","England","3625","2970","0.8190000000000001"
"2023","(CAH19) language and area studies","(CAH19-01-07) linguistics","England","3450","2715","0.788"
"2019","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","England","9170","7985","0.871"
"2020","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","England","10065","8805","0.875"
"2021","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","England","9225","8090","0.877"
"2022","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","England","10145","8610","0.849"
"2023","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","England","8550","7340","0.858"
"2019","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","England","710","555","0.78"
"2020","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","England","710","515","0.726"
"2021","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","England","720","525","0.728"
"2022","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","England","725","370","0.51"
"2023","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","England","705","330","0.47100000000000003"
"2020","(CAH19) language and area studies","(CAH19-01-04) studies of specific authors","England","5","5"," "
"2021","(CAH19) language and area studies","(CAH19-01-04) studies of specific authors","England","5","5"," "
"2022","(CAH19) language and area studies","(CAH19-01-04) studies of specific authors","England","5","5"," "
"2023","(CAH19) language and area studies","(CAH19-01-04) studies of specific authors","England","5","5"," "
"2019","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","England","25","15","0.5700000000000001"
"2020","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","England","20","10","0.618"
"2021","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","England","20","10","0.51"
"2022","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","England","20","10"," "
"2023","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","England","20","10","0.612"
"2019","(CAH19) language and area studies","(CAH19-02-04) others in Celtic studies","England","20","20","0.922"
"2020","(CAH19) language and area studies","(CAH19-02-04) others in Celtic studies","England","15","10","0.8170000000000001"
"2021","(CAH19) language and area studies","(CAH19-02-04) others in Celtic studies","England","15","15","0.9"
"2022","(CAH19) language and area studies","(CAH19-02-04) others in Celtic studies","England","10","10","1"
"2023","(CAH19) language and area studies","(CAH19-02-04) others in Celtic studies","England","10","10","1"
"2019","(CAH19) language and area studies","(CAH19-04-06) Asian studies","England","4710","3295","0.7000000000000001"
"2020","(CAH19) language and area studies","(CAH19-04-06) Asian studies","England","4035","3065","0.76"
"2021","(CAH19) language and area studies","(CAH19-04-06) Asian studies","England","3685","2815","0.765"
"2022","(CAH19) language and area studies","(CAH19-04-06) Asian studies","England","3785","2795","0.739"
"2023","(CAH19) language and area studies","(CAH19-04-06) Asian studies","England","2980","2170","0.728"
"2019","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","England","985","745","0.756"
"2020","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","England","770","570","0.74"
"2021","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","England","580","445","0.763"
"2022","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","England","610","455","0.746"
"2023","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","England","575","445","0.77"
"2019","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","England","32200","26765","0.8310000000000001"
"2020","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","England","34190","28290","0.8270000000000001"
"2021","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","England","36590","30010","0.8200000000000001"
"2022","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","England","41760","32150","0.77"
"2023","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","England","40285","31120","0.772"
"2019","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","England","1170","995","0.852"
"2020","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","England","1055","895","0.847"
"2021","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","England","775","600","0.775"
"2022","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","England","850","645","0.761"
"2023","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","England","750","590","0.784"
"2019","(CAH24) media, journalism and communications","(CAH24-01-01) information services","England","895","480","0.538"
"2020","(CAH24) media, journalism and communications","(CAH24-01-01) information services","England","945","665","0.706"
"2021","(CAH24) media, journalism and communications","(CAH24-01-01) information services","England","1125","415","0.368"
"2022","(CAH24) media, journalism and communications","(CAH24-01-01) information services","England","1340","405","0.301"
"2023","(CAH24) media, journalism and communications","(CAH24-01-01) information services","England","1175","390","0.332"
"2019","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","England","12020","9690","0.806"
"2020","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","England","11480","9735","0.848"
"2021","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","England","11790","10415","0.883"
"2022","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","England","12790","10845","0.848"
"2023","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","England","12320","10690","0.868"
"2019","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","England","565","510","0.9"
"2020","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","England","510","470","0.918"
"2021","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","England","500","425","0.85"
"2022","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","England","525","460","0.879"
"2023","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","England","470","430","0.912"
"2019","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","England","3245","2875","0.886"
"2020","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","England","3620","3220","0.889"
"2021","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","England","3885","3480","0.895"
"2022","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","England","4380","3565","0.8140000000000001"
"2023","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","England","4150","3585","0.864"
"2019","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","England","1225","1025","0.837"
"2020","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","England","970","830","0.856"
"2021","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","England","855","745","0.874"
"2022","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","England","1025","825","0.804"
"2023","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","England","1240","985","0.796"
"2019","(CAH23) combined and general studies","(CAH23-01-02) personal development","England","1670","1415","0.846"
