"------------------------------------------------------------------"
"Sex, area background and ethnic group			"
"------------------------------------------------------------------"
"This file contains data used reported in the Sex, area background and ethnic group reports, covering all providers for whom reports have been published on the UCAS website."
"Cycle years: 2010 - 2021"
"Cycle reference point: End of Cycle"
"Applicant coverage: UK domiciled"
"Equality dimensions: Sex, POLAR4, SIMD 2016, ethnic group"
"Statistics reported:"
"June deadline applicants, placed June deadline applicants, all placed applicants, June deadline applicants per 10,000 population, placed June deadline applicants per 10,000 population,"
"all placed applicants per 10,000 population"
"June deadline applications, offers, offer rate, average offer rate, percentage point difference between offer rate and average offer rate, contribution of group to the average offer rate"
"Non-disclosure controls: To avoid the disclosure of information about any individual the following measures are taken"
"Applicants, placed applicants, applications and offers are rounded to the nearest 5."
"Applicants/placed applicants per 10,000 population figures are reported as 0 if the applicant/placed applicant figures are rounded to 0."
"All statistics related to the offer rate are not reported when the number of applications for a group is less than 10. The percentage point difference between the offer rate and"
"the average offer rate is not reported when the number of applications for a group is less than 50."
"Offer rates are reported as 0% if there are fewer than 5 offers, and 100% if the number of offers is within 5 of the number of applications. When the offer rate is reported as 0% or 100%,"
"it is reported in italics."
"------------------------------------------------------------------"
Please refer to the Sex, area background and ethnic group reports specified above for technical notes and definitions.
Data lines are comma delimited.
Data follows - 12312 lines in total
------------------------------------------------------------------
inst_cntry_2021_map,Cycle,statistic,equality_dimension,agegroup,value
English providers,2021,Placed June deadline applicants,White ethnic group,18 year olds,142095
English providers,2021,Placed June deadline applicants,Black ethnic group,18 year olds,13690
English providers,2021,Placed June deadline applicants,Asian ethnic group,18 year olds,31630
English providers,2021,Placed June deadline applicants,Mixed ethnic group,18 year olds,11530
English providers,2021,Placed June deadline applicants,Other ethnic group,18 year olds,4305
English providers,2021,Placed June deadline applicants,POLAR4 Q1,18 year olds,23900
English providers,2021,Placed June deadline applicants,POLAR4 Q2,18 year olds,31260
English providers,2021,Placed June deadline applicants,POLAR4 Q3,18 year olds,37585
English providers,2021,Placed June deadline applicants,POLAR4 Q4,18 year olds,45975
English providers,2021,Placed June deadline applicants,POLAR4 Q5,18 year olds,65865
English providers,2021,Placed June deadline applicants,Men,18 year olds,88995
English providers,2021,Placed June deadline applicants,Women,18 year olds,115770
English providers,2010,All placed applicants,Total,18 year olds,177060
English providers,2010,All placed applicants,White ethnic group,18 year olds,142230
English providers,2010,All placed applicants,Black ethnic group,18 year olds,7315
English providers,2010,All placed applicants,Asian ethnic group,18 year olds,18730
English providers,2010,All placed applicants,Mixed ethnic group,18 year olds,5885
English providers,2010,All placed applicants,Other ethnic group,18 year olds,1670
English providers,2010,All placed applicants,POLAR4 Q1,18 year olds,17085
English providers,2010,All placed applicants,POLAR4 Q2,18 year olds,26100
English providers,2010,All placed applicants,POLAR4 Q3,18 year olds,33180
English providers,2010,All placed applicants,POLAR4 Q4,18 year olds,41380
English providers,2010,All placed applicants,POLAR4 Q5,18 year olds,59020
English providers,2010,All placed applicants,Men,18 year olds,79575
English providers,2010,All placed applicants,Women,18 year olds,97485
English providers,2011,All placed applicants,Total,18 year olds,182490
English providers,2011,All placed applicants,White ethnic group,18 year olds,144690
English providers,2011,All placed applicants,Black ethnic group,18 year olds,8320
English providers,2011,All placed applicants,Asian ethnic group,18 year olds,19825
English providers,2011,All placed applicants,Mixed ethnic group,18 year olds,6705
English providers,2011,All placed applicants,Other ethnic group,18 year olds,1855
English providers,2011,All placed applicants,POLAR4 Q1,18 year olds,17810
English providers,2011,All placed applicants,POLAR4 Q2,18 year olds,26660
English providers,2011,All placed applicants,POLAR4 Q3,18 year olds,33770
English providers,2011,All placed applicants,POLAR4 Q4,18 year olds,42885
English providers,2011,All placed applicants,POLAR4 Q5,18 year olds,61095
English providers,2011,All placed applicants,Men,18 year olds,82020
English providers,2011,All placed applicants,Women,18 year olds,100470
English providers,2012,All placed applicants,Total,18 year olds,176845
English providers,2012,All placed applicants,White ethnic group,18 year olds,138845
English providers,2012,All placed applicants,Black ethnic group,18 year olds,8500
English providers,2012,All placed applicants,Asian ethnic group,18 year olds,19760
English providers,2012,All placed applicants,Mixed ethnic group,18 year olds,6585
English providers,2012,All placed applicants,Other ethnic group,18 year olds,2130
English providers,2012,All placed applicants,POLAR4 Q1,18 year olds,17775
English providers,2012,All placed applicants,POLAR4 Q2,18 year olds,26500
English providers,2012,All placed applicants,POLAR4 Q3,18 year olds,32925
English providers,2012,All placed applicants,POLAR4 Q4,18 year olds,40840
English providers,2012,All placed applicants,POLAR4 Q5,18 year olds,58560
English providers,2012,All placed applicants,Men,18 year olds,78525
English providers,2012,All placed applicants,Women,18 year olds,98320
English providers,2013,All placed applicants,Total,18 year olds,183635
English providers,2013,All placed applicants,White ethnic group,18 year olds,142290
English providers,2013,All placed applicants,Black ethnic group,18 year olds,9795
English providers,2013,All placed applicants,Asian ethnic group,18 year olds,21240
English providers,2013,All placed applicants,Mixed ethnic group,18 year olds,7040
English providers,2013,All placed applicants,Other ethnic group,18 year olds,2250
English providers,2013,All placed applicants,POLAR4 Q1,18 year olds,18745
English providers,2013,All placed applicants,POLAR4 Q2,18 year olds,27595
English providers,2013,All placed applicants,POLAR4 Q3,18 year olds,34500
English providers,2013,All placed applicants,POLAR4 Q4,18 year olds,42585
English providers,2013,All placed applicants,POLAR4 Q5,18 year olds,59980
English providers,2013,All placed applicants,Men,18 year olds,81735
English providers,2013,All placed applicants,Women,18 year olds,101900
English providers,2014,All placed applicants,Total,18 year olds,188875
English providers,2014,All placed applicants,White ethnic group,18 year olds,144690
English providers,2014,All placed applicants,Black ethnic group,18 year olds,10350
English providers,2014,All placed applicants,Asian ethnic group,18 year olds,22525
English providers,2014,All placed applicants,Mixed ethnic group,18 year olds,7725
English providers,2014,All placed applicants,Other ethnic group,18 year olds,2615
English providers,2014,All placed applicants,POLAR4 Q1,18 year olds,20530
English providers,2014,All placed applicants,POLAR4 Q2,18 year olds,29200
English providers,2014,All placed applicants,POLAR4 Q3,18 year olds,35380
English providers,2014,All placed applicants,POLAR4 Q4,18 year olds,43460
English providers,2014,All placed applicants,POLAR4 Q5,18 year olds,60080
English providers,2014,All placed applicants,Men,18 year olds,84075
English providers,2014,All placed applicants,Women,18 year olds,104800
English providers,2015,All placed applicants,Total,18 year olds,200055
English providers,2015,All placed applicants,White ethnic group,18 year olds,150925
English providers,2015,All placed applicants,Black ethnic group,18 year olds,11540
English providers,2015,All placed applicants,Asian ethnic group,18 year olds,24605
English providers,2015,All placed applicants,Mixed ethnic group,18 year olds,8720
English providers,2015,All placed applicants,Other ethnic group,18 year olds,2930
English providers,2015,All placed applicants,POLAR4 Q1,18 year olds,21955
English providers,2015,All placed applicants,POLAR4 Q2,18 year olds,30550
English providers,2015,All placed applicants,POLAR4 Q3,18 year olds,37890
English providers,2015,All placed applicants,POLAR4 Q4,18 year olds,45925
English providers,2015,All placed applicants,POLAR4 Q5,18 year olds,63505
English providers,2015,All placed applicants,Men,18 year olds,87460
English providers,2015,All placed applicants,Women,18 year olds,112600
English providers,2016,All placed applicants,Total,18 year olds,202590
English providers,2016,All placed applicants,White ethnic group,18 year olds,150950
English providers,2016,All placed applicants,Black ethnic group,18 year olds,11890
English providers,2016,All placed applicants,Asian ethnic group,18 year olds,26150
English providers,2016,All placed applicants,Mixed ethnic group,18 year olds,9075
English providers,2016,All placed applicants,Other ethnic group,18 year olds,3075
English providers,2016,All placed applicants,POLAR4 Q1,18 year olds,22235
English providers,2016,All placed applicants,POLAR4 Q2,18 year olds,31255
English providers,2016,All placed applicants,POLAR4 Q3,18 year olds,38110
English providers,2016,All placed applicants,POLAR4 Q4,18 year olds,46210
English providers,2016,All placed applicants,POLAR4 Q5,18 year olds,64550
English providers,2016,All placed applicants,Men,18 year olds,88650
English providers,2016,All placed applicants,Women,18 year olds,113940
English providers,2017,All placed applicants,Total,18 year olds,205310
English providers,2017,All placed applicants,White ethnic group,18 year olds,150580
English providers,2017,All placed applicants,Black ethnic group,18 year olds,12245
English providers,2017,All placed applicants,Asian ethnic group,18 year olds,27845
English providers,2017,All placed applicants,Mixed ethnic group,18 year olds,9685
English providers,2017,All placed applicants,Other ethnic group,18 year olds,3500
English providers,2017,All placed applicants,POLAR4 Q1,18 year olds,22950
English providers,2017,All placed applicants,POLAR4 Q2,18 year olds,31445
English providers,2017,All placed applicants,POLAR4 Q3,18 year olds,38720
English providers,2017,All placed applicants,POLAR4 Q4,18 year olds,46765
English providers,2017,All placed applicants,POLAR4 Q5,18 year olds,65225
English providers,2017,All placed applicants,Men,18 year olds,89790
English providers,2017,All placed applicants,Women,18 year olds,115515
English providers,2018,All placed applicants,Total,18 year olds,202990
English providers,2018,All placed applicants,White ethnic group,18 year olds,145800
English providers,2018,All placed applicants,Black ethnic group,18 year olds,12840
English providers,2018,All placed applicants,Asian ethnic group,18 year olds,29320
English providers,2018,All placed applicants,Mixed ethnic group,18 year olds,9765
English providers,2018,All placed applicants,Other ethnic group,18 year olds,3645
English providers,2018,All placed applicants,POLAR4 Q1,18 year olds,22660
English providers,2018,All placed applicants,POLAR4 Q2,18 year olds,31365
English providers,2018,All placed applicants,POLAR4 Q3,18 year olds,37750
English providers,2018,All placed applicants,POLAR4 Q4,18 year olds,46430
English providers,2018,All placed applicants,POLAR4 Q5,18 year olds,64545
English providers,2018,All placed applicants,Men,18 year olds,88525
English providers,2018,All placed applicants,Women,18 year olds,114460
English providers,2019,All placed applicants,Total,18 year olds,206920
English providers,2019,All placed applicants,White ethnic group,18 year olds,143855
English providers,2019,All placed applicants,Black ethnic group,18 year olds,14115
English providers,2019,All placed applicants,Asian ethnic group,18 year olds,32360
English providers,2019,All placed applicants,Mixed ethnic group,18 year olds,10570
English providers,2019,All placed applicants,Other ethnic group,18 year olds,4275
English providers,2019,All placed applicants,POLAR4 Q1,18 year olds,23685
English providers,2019,All placed applicants,POLAR4 Q2,18 year olds,31320
English providers,2019,All placed applicants,POLAR4 Q3,18 year olds,38925
English providers,2019,All placed applicants,POLAR4 Q4,18 year olds,47455
English providers,2019,All placed applicants,POLAR4 Q5,18 year olds,65300
English providers,2019,All placed applicants,Men,18 year olds,90365
English providers,2019,All placed applicants,Women,18 year olds,116555
English providers,2020,All placed applicants,Total,18 year olds,220160
English providers,2020,All placed applicants,White ethnic group,18 year olds,149965
English providers,2020,All placed applicants,Black ethnic group,18 year olds,15655
English providers,2020,All placed applicants,Asian ethnic group,18 year olds,35990
English providers,2020,All placed applicants,Mixed ethnic group,18 year olds,11900
English providers,2020,All placed applicants,Other ethnic group,18 year olds,4820
English providers,2020,All placed applicants,POLAR4 Q1,18 year olds,25805
English providers,2020,All placed applicants,POLAR4 Q2,18 year olds,33850
English providers,2020,All placed applicants,POLAR4 Q3,18 year olds,40875
English providers,2020,All placed applicants,POLAR4 Q4,18 year olds,50135
English providers,2020,All placed applicants,POLAR4 Q5,18 year olds,69270
English providers,2020,All placed applicants,Men,18 year olds,95735
English providers,2020,All placed applicants,Women,18 year olds,124425
English providers,2021,All placed applicants,Total,18 year olds,233260
English providers,2021,All placed applicants,White ethnic group,18 year olds,156205
English providers,2021,All placed applicants,Black ethnic group,18 year olds,17535
English providers,2021,All placed applicants,Asian ethnic group,18 year olds,39035
English providers,2021,All placed applicants,Mixed ethnic group,18 year olds,13160
English providers,2021,All placed applicants,Other ethnic group,18 year olds,5360
English providers,2021,All placed applicants,POLAR4 Q1,18 year olds,27250
English providers,2021,All placed applicants,POLAR4 Q2,18 year olds,35740
English providers,2021,All placed applicants,POLAR4 Q3,18 year olds,43195
English providers,2021,All placed applicants,POLAR4 Q4,18 year olds,52920
English providers,2021,All placed applicants,POLAR4 Q5,18 year olds,73820
English providers,2021,All placed applicants,Men,18 year olds,101870
English providers,2021,All placed applicants,Women,18 year olds,131385
English providers,2010,"June deadline applicants per 10,000 population",Total,18 year olds,3068.8
English providers,2010,"June deadline applicants per 10,000 population",White ethnic group,18 year olds,2951.1
English providers,2010,"June deadline applicants per 10,000 population",Black ethnic group,18 year olds,3549.4
English providers,2010,"June deadline applicants per 10,000 population",Asian ethnic group,18 year olds,3821.8
English providers,2010,"June deadline applicants per 10,000 population",Mixed ethnic group,18 year olds,3408.5
English providers,2010,"June deadline applicants per 10,000 population",Other ethnic group,18 year olds,2723.7
English providers,2010,"June deadline applicants per 10,000 population",POLAR4 Q1,18 year olds,1645.7
English providers,2010,"June deadline applicants per 10,000 population",POLAR4 Q2,18 year olds,2364.4
English providers,2010,"June deadline applicants per 10,000 population",POLAR4 Q3,18 year olds,2921.7
English providers,2010,"June deadline applicants per 10,000 population",POLAR4 Q4,18 year olds,3555.4
English providers,2010,"June deadline applicants per 10,000 population",POLAR4 Q5,18 year olds,4574.5
English providers,2010,"June deadline applicants per 10,000 population",Men,18 year olds,2690.4
English providers,2010,"June deadline applicants per 10,000 population",Women,18 year olds,3460.6
English providers,2011,"June deadline applicants per 10,000 population",Total,18 year olds,3150.5
English providers,2011,"June deadline applicants per 10,000 population",White ethnic group,18 year olds,3021.4
English providers,2011,"June deadline applicants per 10,000 population",Black ethnic group,18 year olds,3714
English providers,2011,"June deadline applicants per 10,000 population",Asian ethnic group,18 year olds,3904
English providers,2011,"June deadline applicants per 10,000 population",Mixed ethnic group,18 year olds,3561.5
English providers,2011,"June deadline applicants per 10,000 population",Other ethnic group,18 year olds,2818.6
English providers,2011,"June deadline applicants per 10,000 population",POLAR4 Q1,18 year olds,1711.4
English providers,2011,"June deadline applicants per 10,000 population",POLAR4 Q2,18 year olds,2444.4
English providers,2011,"June deadline applicants per 10,000 population",POLAR4 Q3,18 year olds,2988.6
English providers,2011,"June deadline applicants per 10,000 population",POLAR4 Q4,18 year olds,3629.4
English providers,2011,"June deadline applicants per 10,000 population",POLAR4 Q5,18 year olds,4673.1
English providers,2011,"June deadline applicants per 10,000 population",Men,18 year olds,2748.5
English providers,2011,"June deadline applicants per 10,000 population",Women,18 year olds,3570.6
English providers,2012,"June deadline applicants per 10,000 population",Total,18 year olds,3002.7
English providers,2012,"June deadline applicants per 10,000 population",White ethnic group,18 year olds,2871.7
English providers,2012,"June deadline applicants per 10,000 population",Black ethnic group,18 year olds,3623
English providers,2012,"June deadline applicants per 10,000 population",Asian ethnic group,18 year olds,3766.9
English providers,2012,"June deadline applicants per 10,000 population",Mixed ethnic group,18 year olds,3237.4
English providers,2012,"June deadline applicants per 10,000 population",Other ethnic group,18 year olds,2974.5
English providers,2012,"June deadline applicants per 10,000 population",POLAR4 Q1,18 year olds,1643.6
English providers,2012,"June deadline applicants per 10,000 population",POLAR4 Q2,18 year olds,2350.1
English providers,2012,"June deadline applicants per 10,000 population",POLAR4 Q3,18 year olds,2878.3
English providers,2012,"June deadline applicants per 10,000 population",POLAR4 Q4,18 year olds,3418.2
English providers,2012,"June deadline applicants per 10,000 population",POLAR4 Q5,18 year olds,4397.5
English providers,2012,"June deadline applicants per 10,000 population",Men,18 year olds,2576.5
English providers,2012,"June deadline applicants per 10,000 population",Women,18 year olds,3451
English providers,2013,"June deadline applicants per 10,000 population",Total,18 year olds,3083.7
English providers,2013,"June deadline applicants per 10,000 population",White ethnic group,18 year olds,2940.8
English providers,2013,"June deadline applicants per 10,000 population",Black ethnic group,18 year olds,3875.4
English providers,2013,"June deadline applicants per 10,000 population",Asian ethnic group,18 year olds,3855.7
English providers,2013,"June deadline applicants per 10,000 population",Mixed ethnic group,18 year olds,3285.2
English providers,2013,"June deadline applicants per 10,000 population",Other ethnic group,18 year olds,3026.1
English providers,2013,"June deadline applicants per 10,000 population",POLAR4 Q1,18 year olds,1725.6
English providers,2013,"June deadline applicants per 10,000 population",POLAR4 Q2,18 year olds,2430.3
English providers,2013,"June deadline applicants per 10,000 population",POLAR4 Q3,18 year olds,2962.2
English providers,2013,"June deadline applicants per 10,000 population",POLAR4 Q4,18 year olds,3512.9
English providers,2013,"June deadline applicants per 10,000 population",POLAR4 Q5,18 year olds,4447.9
English providers,2013,"June deadline applicants per 10,000 population",Men,18 year olds,2652.6
English providers,2013,"June deadline applicants per 10,000 population",Women,18 year olds,3537.9
English providers,2014,"June deadline applicants per 10,000 population",Total,18 year olds,3202.1
English providers,2014,"June deadline applicants per 10,000 population",White ethnic group,18 year olds,3050.6
English providers,2014,"June deadline applicants per 10,000 population",Black ethnic group,18 year olds,4022.3
English providers,2014,"June deadline applicants per 10,000 population",Asian ethnic group,18 year olds,3980.7
English providers,2014,"June deadline applicants per 10,000 population",Mixed ethnic group,18 year olds,3319.5
English providers,2014,"June deadline applicants per 10,000 population",Other ethnic group,18 year olds,3412.3
English providers,2014,"June deadline applicants per 10,000 population",POLAR4 Q1,18 year olds,1880.5
English providers,2014,"June deadline applicants per 10,000 population",POLAR4 Q2,18 year olds,2584.1
English providers,2014,"June deadline applicants per 10,000 population",POLAR4 Q3,18 year olds,3092.5
English providers,2014,"June deadline applicants per 10,000 population",POLAR4 Q4,18 year olds,3615.1
English providers,2014,"June deadline applicants per 10,000 population",POLAR4 Q5,18 year olds,4520.9
English providers,2014,"June deadline applicants per 10,000 population",Men,18 year olds,2753.9
